tweet_id,agreement,num_labels,label,tweet_id,user_name,user_id,in_reply_to,retweet,friends,followers,status,verified,tweet,protected
564994599228166144,1.0,3,1,3.95e+17,DrSwamyV,606694003.0,None,0,1539,206,1803,0,#ACR13 small study shows in 10 pts with lupus shingles vaccine safe. Needs to be confirmed with larger study http://t.co/3ecAiu1I35       ,0
564995232765190145,1.0,3,1,1.96e+17,ADRAIntl,59209825.0,None,2,36324,799,5135,0,#ADRA attends the national launch of the #Shot@Life campaign in Atlanta to eradicate preventable diseases through child immunizations.       ,0
564997056540852224,0.6666666666666666,3,0,7.12e+16,lisarsloane,23432331.0,None,0,114,196,439,0,#af4q trinity health Colorado - identified disparity in rate of pnemo. Vaccines by race. Initial reaction - challenge the data.       ,0
564997198547415040,1.0,3,0,2.29e+17,maacapeer,380997010.0,None,0,19,50,120,0,#aids2012 Nelson Michael - US army vaccine must be 80% effective for implantation may differ by country and risk group http://t.co/83vnisBd       ,0
564997362603409408,0.6666666666666666,3,1,4.34e+17,caseytraverse,7183022.0,None,0,93,226,1484,0,#AloeVera prevents growth of #disease causing microorganisms: http://t.co/G1DAGmR8Yn #health #vitality #immunity #antibacterial #feelinggood       ,0
564998104513273857,0.6666666666666666,3,1,4.34e+17,caseytraverse,7183022.0,None,0,93,226,1484,0,#AloeVera prevents growth of #disease causing microorganisms: http://t.co/G1DAGmR8Yn #health #vitality #immunity #antibacterial #feelinggood       ,0
564998302933200897,1.0,3,0,4.35e+17,caseytraverse,7183022.0,None,0,93,226,1484,0,#AloeVera prevents growth of #disease causing microorganisms: http://t.co/G1DAGmR8Yn #health #vitality #immunity #antibacterial #feelinggood       ,0
426621764815163392,1.0,3,1,4.82e+17,MayerFertig,41302778.0,None,0,3988,4946,70972,0,#Anti-vaccine #hoaxer #AndrewWakefield really should stand trial for what he's done. http://t.co/kxN2kstkJA #IMHO #measles       ,0
572427776852041728,1.0,3,1,5.62e+17,wanderlustlaura,142381927.0,None,0,953,2724,26162,0,#AntiVaxxers should not exist. #sorrynotsorry #measles       ,0
572429320733495297,1.0,3,-1,5.64e+17,GloriaIFlores,130385224.0,None,0,222,382,9090,0,#AntiVaxxers won't shut up and now there's a measles epidemic #unintendedconsequences       ,0
572433344660684802,0.6666666666666666,3,0,6.17e+17,PamelaMarrache,16794982.0,AP,0,6509,1713,37403,0,#AP10things to know Friday: Greek voters prepare for referendum; US records 1st measles death in 12 years: http://t.co/nZGJQdzzxk (via @AP)       ,0
572439123522420736,1.0,3,1,5.65e+17,nonnie7696,306743476.0,None,1,6463,6849,158206,0,#Autism  #Vaccinations http://t.co/mVJkKt1vNl      ,0
576094430194753536,1.0,3,0,5.7e+17,FredosRamblings,331360674.0,None,0,290,1480,13047,0,#AutismSpeaks10 says #vaccines do not cause #autism so get your child #vaccinated #cnn #AutismSpeaks http://t.co/Pm2QJRomYi       ,0
557996103996411904,1.0,3,0,5.04e+17,pad_ky,323591504.0,None,0,396,316,23121,0,#AutismToday: there is no link between vaccinations and autism #educateyourself http://t.co/uTi3ss5xRK       ,0
557998657287360513,1.0,3,0,7.63e+17,dmccluredvm,14063510.0,None,0,746,1638,11057,0,#avma 2016 Meriel is out to stop the Lurking Dead. Rabies Kills Vaccinate @ Henry B. Gonzalez… https://t.co/zJMYSmcLgo       ,0
558004723647668224,1.0,3,0,3.4e+17,lllljordanllll,826119464.0,None,1,718,359,31715,0,#Azhley mmr       ,0
527309239920779265,1.0,3,0,3.4e+17,lllljordanllll,826119464.0,None,0,718,359,31715,0,#Azhly mmr       ,0
412689362854223872,0.6666666666666666,3,-1,3.98e+17,kenken2juicy,47750364.0,None,0,1281,2160,2606,0,#babyKenady #KnockedOut after her #Immunizations LoL #tooCute @ Adamsville Regional Health Center http://t.co/J1wAQEhcHW       ,0
412695298507427841,1.0,3,1,2.87e+17,djsupadice,24215001.0,None,0,577,529,12817,0,#BambuonThursdays a fuckin problem!!!!! #MMR @ Bambu http://t.co/A5uomReI       ,0
472374835382059008,0.6666666666666666,3,1,5.62e+17,equi725,16473110.0,None,0,170,196,6390,0,#BanCalifornia Some of those moms love measles effect. @CNNAshleigh       ,0
472377291935612928,0.6666666666666666,3,0,4.34e+17,tdlove5,23096795.0,None,0,3311,1061,49319,0,#BART rider w measles rode Feb 4-7  El Cerrito - Berkeley. Haven't been vaccinated? Check for symptoms --&gt; http://t.co/hJrmr3Kb8M #BayArea      ,0
472377750050058241,1.0,3,1,5.63e+17,taramoriarty1,381470791.0,None,5,6029,1236,4009,0,#Berkeley Health officials call on all parents to vaccinate their kids  they will be banned from school if #measles pops up in class #KTVU      ,0
563944110525276160,1.0,3,1,3.94e+17,LADY_JADEMMR,26887492.0,None,0,583,383,9334,0,#BestStripClubFoodEver #JerseyGirlsOnFriday #MMR #ComeThru @ Jersey Girls Go Go http://t.co/ciCMMm3fTx       ,0
563949515368308736,0.6666666666666666,3,0,4.91e+17,katysharon,18586721.0,None,0,56,223,2351,0,#blackbox very unlikely cause of autism. The immunization no longer contain mercury   ppl who complain live longer-releasing tension increases immunity  boosts health #BetterLateThanNever    ,0
563952887198670848,1.0,3,1,4.91e+17,katysharon,18586721.0,None,0,56,223,2351,0,#blackboxi experienced 2 measles epidemics in Houston as a resident. Devastating knowing an immunization would have saved women/infant       ,0
563952966080544768,0.6666666666666666,3,0,2.62e+17,lobo_gxa,467156342.0,None,0,221,269,60999,0,#BLACKMOLD #BLACKMOLD DISEASE FOUND IN BACK PAIN VACCINES       ,0
563953196104560642,0.6666666666666666,3,1,5.6e+17,MReberger,354620630.0,None,0,283,394,5315,0,#blizzardof2015 is God's way of punishing New Englanders for #DeflateGate  next I hope Belichek gets boils and Brady gets the measles.      ,0
563953948948570112,0.6666666666666666,3,1,3.58e+17,blackie120,1018818391.0,None,0,276,358,3235,0,#Blockwork #GMF #MMR @ MYRTLE AVE. http://t.co/Z6dxcV6FAY       ,0
563958344311123968,0.6666666666666666,3,1,7.47e+17,FreePourDonnie,37321638.0,None,0,1400,824,40117,0,#blurredvision #MMR #billaboyent @ Laroice Gentlemans Club https://t.co/KOgP9u5Pdh       ,0
563958385024851968,0.6666666666666666,3,1,5.34e+17,NikitaGearing,28437462.0,paleoplan,2,2439,1204,6991,0,#bonebroth for immunity &amp; gut health “@paleoplan: Bone Broth: 4 Reasons Wellness Experts Are Obsessed (Plus Recipe!) http://t.co/UQcuB6bDS3”       ,0
591199089951432705,1.0,3,0,3.85e+17,Johannabotta,244084189.0,None,0,19206,727,5771,0,"#bono ""As we know corruption is killing more kids than TB  AIDS      ",0
591199412325638144,0.6666666666666666,3,0,5.83e+17,el_locolobo,296877964.0,None,0,176,765,9371,0,#borrowed What if the cure for #autism is a #vaccine ? @TimAndrewsHere #thingsthatmakeyougohmm       ,0
591203476190810112,1.0,3,1,5.58e+17,LauraAnthony7,36765621.0,None,11,5759,780,12123,1,#BREAKING Now at least 8 confirmed measles cases in Bay Area. By county: Alameda 5  San Mateo 2      ,0
591208433623281664,0.6666666666666666,3,0,4.04e+17,fenario,17121404.0,None,0,1058,3351,33525,0,#BREAKING: 11 volunteers kidnapped from outskirts of Peshawar  #Pakistan      ,0
542796915910250496,1.0,3,1,4.51e+17,YankyPerl,436097252.0,None,0,2185,608,11832,0,#BREAKING: Measles outbreak in #NYC grows to 25 cases  Health Department says. http://t.co/VtV4sXtV0T      ,0
327852772378689536,1.0,3,1,4.42e+17,DartDClark,211301250.0,None,1,4879,2898,38960,1,#BREAKING: There has been a measles outbreak in Manhattan and the Bronx. At least 16 cases reported (via @NBCNewYork) #fb       ,0
576395157131538432,1.0,3,0,5.6e+17,abc7david,19748124.0,None,45,5738,1399,4848,1,#BREAKINGNEWS 3rd location just added where adult man with measles may have exposed others. Dave &amp; Busters in Milpitas - says county health.       ,0
384866774690582528,0.6666666666666666,3,1,1.28e+17,SJSFITZ,266276687.0,None,0,20,107,852,0,"#bridgeschool MMR...Matthews  Mumford and Reynolds KILLED IT! #""All Along The Watchtower""      ",0
384872835644010497,0.6666666666666666,3,0,7.16e+17,KINGDIAMENDZ,43369477.0,None,0,2648,2687,4244,0,#BTS #MarchMadness #CrimeMoney #DemBoyz #MMR #CF2DEFBOYZ #CrimeFamRecordz #video #comingsoon… https://t.co/NezlTbL50X       ,0
384872905500557312,1.0,3,-1,5.31e+17,iamjennifair,330268543.0,None,0,1327,300,23768,0,#bts of my #GO video shoot w/ @sayitaintsodvd #jennifair #mmr #mierssociety #thestreetmoguls #somage… http://t.co/uRHE6E9LGi       ,0
330404264218333185,1.0,3,-1,5.66e+17,iamjennifair,330268543.0,None,3,1327,300,23768,0,#BTS w/ @chad_law at @youknowhd #MakingRecordsBreakingRecords #OWWR #jennifair #mmr #somage #famous @… http://t.co/04P2vQLYSB       ,0
374317165865746432,0.6666666666666666,3,-1,7.6e+17,FreePourDonnie,37321638.0,None,0,1400,824,40117,0,#burgshit @t_mackdte x richardsonshelton #bliss #metro #ionplaydaradio #MMR #BBoyEnt @ Bliss… https://t.co/gdyLk4wF0B       ,0
406972051279597568,1.0,3,0,4.35e+17,jessavichai,1430129348.0,None,0,940,950,52225,0,#California #officials warn of #measles #exposure http://t.co/zxEwHcbpnp       ,0
406980603058196480,0.6666666666666666,3,0,5.87e+17,Leahpimentel,27790238.0,None,0,3890,2669,4274,0,#California approves #bill banning #child #vaccine exemptions http://t.co/h4RlESXh2b       ,0
565416252739710977,1.0,3,1,5.63e+17,EdJoyce,73452506.0,datagraphics,5,14737,7487,101634,0,#California preschools show lower #measles vaccination rates in affluent areas: @LATdatadesk http://t.co/NrvbpoDpLG http://t.co/uerTyzOgE9       ,0
551971003178299392,1.0,3,-1,5.99e+17,RobHopwood,97359743.0,None,0,2827,2764,32326,1,#California Senate OKs controversial school vaccine bill. http://t.co/XY2xWxuAPO       ,0
524403376986259456,0.6666666666666666,3,1,6.16e+17,RobHopwood,97359743.0,None,0,2827,2764,32326,1,#California’s @JerryBrownGov signs strict law requiring vaccinations for most children http://t.co/3Ce1D39ufi       ,0
524410832365420544,1.0,3,1,5.83e+17,ruglife63,3015358576.0,None,0,137,413,618,0,"#Cancer-causing #mercury based #preservative known as Thimerosal (linked 2 #autism) might be removed from #vaccines: http://t.co/vd0F03FRHe""       ",0
671903993107468288,1.0,3,1,5.59e+17,AtlasArena_,1636945213.0,None,0,505,167,93749,0,#cdc #measles decomposing baby food can cause several sever infections and diseases brain function highly affected       ,0
671908920621973505,1.0,3,0,5.48e+17,Lnnie,45381821.0,None,2,43535,69391,127506,0,#CDC #Vaccines  black babies and #autism? Video CDC Responds: Admits Omitting Vaccine Data: http://t.co/KRSEpRe5c3      ,0
563364230716739585,0.6666666666666666,3,0,5.58e+17,DlastOG,480715230.0,None,0,279,744,10099,0,#CDC caught inflating #flu deaths to sell more vaccines - http://t.co/qX0rxmzZCM http://t.co/ZUq0iKVriE       ,0
563364281631395840,0.3333333333333333,3,-1,7.55e+17,DrMichaelWald,491558791.0,None,1,14722,611,1160,0,#CDC Finally Admits #FluMist Vaccine Was a Total Bust (Likely Only 3% Effective!) https://t.co/h3dY13RcLZ       ,0
563364294369505280,1.0,3,0,5.63e+17,FOX35LuAnne,36041723.0,None,1,10648,7491,13720,0,#CDC has changed recommendation for getting infants vaccinated against #Measles. My report next on #Fox35 or watch on @MyFoxOrlando.com       ,0
563364487260950528,0.6666666666666666,3,1,5.44e+17,drsusaneisen,34845385.0,None,3,519,810,1514,0,#CDC reveals 2014/2015 #flu #vaccine is largely ineffective. Protect yourself with #oscillo #homeopathy @BoironUSA http://t.co/AVMHbN2xXc       ,0
563367445616799745,0.6666666666666666,3,1,5.53e+17,stubenwilliams,563440515.0,None,0,77,128,222,0,#CDCwhistleblower #autism #hearthiswell #AutismSucks #vaccineinjured http://t.co/MdKjDHrTXu       ,0
563368147785625601,1.0,3,1,7.66e+17,cesar8ramirez,20942422.0,None,0,3756,3627,20269,0,#cdcwhistleblower #vaxxedthemovie #vaxxeddocumentary #vaxxedthedocumentary #autism #vaccineshots… https://t.co/gfYd5nMkNE       ,0
563368763165528065,1.0,3,1,5.09e+17,kycokamom,38593845.0,None,1,236,1403,1229,0,#CDCwhistleblower @RobSchneider Vaccines can cause autism. Happened in my home to my baby who is now to violent to live at home.       ,0
563369634926436353,0.6666666666666666,3,1,5.24e+17,Zeus91,22066995.0,None,3,21,91,57,0,#CDCwhistleblower more details out on the CDCs manipulation of data to hide the the correlation between autism and age of vaccines.       ,0
563370500689498112,0.6666666666666666,3,0,5.04e+17,jerseyshorelisa,15362133.0,None,0,2471,4091,16723,0,#CDCwhistleblower NJ needs vaccination choice. Support conscientious belief exemption to vaccination mandates. http://t.co/hhw8wQfiGf       ,0
563372797443858432,1.0,3,1,5.63e+17,AKruckel,2424249426.0,None,0,185,157,5919,0,#CDCwhistleblower vaccine truth!!! https://t.co/roJg23IEaL       ,0
563372954944163841,0.6666666666666666,3,0,5.61e+17,LauraAnthony7,36765621.0,None,10,5759,780,12123,1,#CDPH update: 91 cases of measles in CA  12 in Bay Area      ,0
563374774944952320,1.0,3,1,6.76e+16,MedicalBrief,237710227.0,None,0,1943,2408,24722,0,#Celiac disease vaccine shows promising results in Phase I trial - Science Daily http://bit.ly/k4QDEg       ,0
563375272280338434,1.0,3,1,5.16e+17,maravikumar,826439204.0,None,0,753,387,4346,0,#CGI2014 @AIFoundation proud to make PPP commitment to reduce IMR/ MMR n serve 100k mothers n 100k kids in 5 years with Tatas/ Hans fndatn       ,0
563376142036393984,1.0,3,1,2.94e+17,HOODDIVA,20290348.0,None,2,1001,1434,16838,0,#CHAMPAGNESHOWERVIDEO! @ManyMenRecords @ALLOUT201 @DibiasiMB @TaylorPort_MMR @pdotMMR @DEASTWOODMMR @illanoise201 http://t.co/eFHgu0Dl #MMR       ,0
563376144116752385,1.0,3,1,1.44e+17,JessicaLouiseS,79098528.0,None,0,1786,2003,11390,0,#CharityTuesday. Help support @UNICEF provide immunization kits for women and children. (@ Groupon w/ 4 others) http://t.co/dQIujxPt       ,0
563376708565622784,1.0,3,1,2.45e+17,DjMarianosMix,23912669.0,None,0,1301,632,14136,0,#cheers #mistersoftee #milkshakes @lala824 @joel_megabanda &lt;--MMR @ Mister Softee Truck http://t.co/SlmpPx98       ,0
563377056453386240,1.0,3,0,5.63e+17,AnneLinstatter,215878261.0,None,0,525,1938,11399,0,#choice for measles vaccinations #nochoice for unplanned pregnancies #ChrisChristie       ,0
437412837313355776,1.0,3,0,3.57e+17,Lawrence954,237295054.0,None,0,320,1305,2718,0,#CNN just reported that @JennyMcCarthy is anti-vaccines. I see nothing has changed. Another news channel with an agenda. #Autism       ,0
437413078913646593,0.6666666666666666,3,0,7.16e+17,johns20014,3101866632.0,None,0,6885,3661,38740,0,"#CNNElectionPresidential Candidates - Autism 1in every65 kids get it. We say immunizations Government says ""quiet or u r a terrorist""u say?       ",0
437416930329509888,0.6666666666666666,3,0,1.13e+17,eikonfoto,29599078.0,None,0,458,927,4005,0,#CNNTeaParty not that I agree with Rick Perry's mandated shots but what is the difference between that and required vaccines 4 infants       ,0
468599025680515072,1.0,3,0,5.66e+17,LauraAnthony7,36765621.0,None,2,5759,780,12123,1,#CoCoHealth official say they don't know if the adult with #measles was vaccinated  history unclear. #mapit http://t.co/uUWeZjNDAT      ,0
468599142181109762,0.6666666666666666,3,0,4.01e+17,TheBoysFarmers,1941554714.0,None,0,313,259,1218,0,#CoconutWater is amazing! #health #healing #healthy #immunity #digestion #longevity #wellness #natural… http://t.co/dkPsJ2CgV7       ,0
468599642088042496,1.0,3,0,3.65e+17,Daniellekenn3dy,750062094.0,None,1,691,465,25199,0,#ConfessYourUnpopularOpinion Vaccinations are not needed and do harm       ,0
468600837514997760,1.0,3,0,4.81e+17,JamieHolla,432149380.0,None,0,50,112,854,0,"#cooties shots (@ Allegheny County Health Department Immunization Clinic - @allegheny_co) http://t.co/Kx2u2SyyN9  you got me. Headline read: ""Beck sees measles outbreak as hoax"" You click the link and it then changes to  'Glenn Beck'    ",0
468603183497900032,1.0,3,0,5.64e+17,liammayclem,18883401.0,None,0,6120,6781,26522,0,"#CRABFEED MAYOR ED LEE cracked a funny tonight . ""People go to Disneyland for measles but come to… http://t.co/kYtuNq1XG0       ",0
468603286514597888,0.6666666666666666,3,0,6.72e+17,KINGDIAMENDZ,43369477.0,None,0,2647,2687,4244,0,#Dab7 Lls we did that! #Squadonly #CF2DEFBOYZ #CrimeFamRecordz #MMR #DemBoyz #Bar7… https://t.co/8MvateCHpU       ,0
468603892989558785,1.0,3,0,3.66e+17,djsupadice,24215001.0,None,0,577,529,12817,0,#DayParty 2moro at The Powerhouse Lounge Music by @djsupadice @dj_siroc #DreamTeam #MMR… http://t.co/kBliU9cvk4       ,0
468606190230835200,0.6666666666666666,3,0,5.58e+17,smithjc,14083775.0,None,0,86,239,765,0,#DeflateGate - ultimate #firstworldproblems lead network news tonite. Not that I want some other crisis but come on -least lead with measles       ,0
468609421371658240,0.6666666666666666,3,0,5.7e+17,DFab1959,390687946.0,None,0,2981,1083,20161,0,#dfabhistory2day: 2/23/1954. A group of children from Pittsburgh  PA receive 1st injections of new polio vaccine developed by Dr. Jonas Salk      ,0
379699469341978625,0.6666666666666666,3,1,5.7e+17,YvesGebhardt,745689613.0,None,0,372,1289,20315,0,"#DidYouKnow #Research -MT ""@ACTGNetwork: Interesting article ""Scientists hope an #AIDS vaccine lies in llamas"" http://t.co/MPlqM6jrhi #HIV""       ",0
68481677114093568,1.0,3,1,5.6e+17,HECKTOR2010,155831401.0,None,0,149,565,14396,0,#DisneyLand #KnottsBerryFarm #measles #castmemberproblems buahahahahaha @ Disneyland http://t.co/gtYD9qYtFB       ,0
443370435036848129,1.0,3,1,5.61e+17,SpyderMayne,1713304748.0,None,0,279,1123,542,0,#Disneyland60 new measles cases..       ,0
316273676150513664,1.0,3,0,2.97e+17,SifuSteele,145710725.0,None,0,308,805,2175,0,#DistemperEpedemic in North Texas please get your pets vaccinated and remember wild animals are not pets...be safe!       ,0
582736626062794752,1.0,3,-1,5.64e+17,rollet30,54364426.0,None,0,257,793,2402,0,#DoesntGetAnyBetter Public Health + your favorite author @StelloR7 | The Dangers of Vaccine Denial http://t.co/2TBRjz9o9G by @NickKristof       ,0
244199149761880064,1.0,3,0,3.48e+17,diane_ruorange,760002384.0,None,0,2530,2984,30153,0,#DolphinariaFreeEurope Touching a dolphin destroys its natural immunity to disease entering its body. NO CAPTIVE DOLPHINS!       ,0
401133049553125376,0.6666666666666666,3,1,5.29e+17,ADLofTX,113096820.0,None,1,2252,401,6241,0,#DonateADL It takes seconds to protect your pet against contagious diseases through vaccinations.… http://t.co/MVrOqxkyCH       ,0
401143704548700161,0.6666666666666666,3,1,5.62e+17,PeePartyExpress,420501578.0,None,0,2468,4379,85433,0,#Dr.Wolfson of anti vaccine fame calls measles a natural part of the world this quack should lose his license      ,0
443756625875054594,0.6666666666666666,3,0,4.43e+17,DanSullyMass,34921448.0,None,0,391,3384,167,0,#DYK 1 child dies every 20 sec from a vaccine preventable disease? @ShotAtLife works to give every child a shot at life. #vaccineswork       ,0
361657748481523712,0.6666666666666666,3,0,4.43e+17,biggreenpen,16426842.0,None,0,12112,13371,160788,0,#DYK 1 child dies every 20 sec from a vaccine-preventable disease? @ShotAtLife works to give every child a shot at life. #vaccineswork       ,0
361658867400179713,0.6666666666666666,3,1,5.02e+17,LADY_JADEMMR,26887492.0,None,0,583,383,9334,0,#EazyMix (Link in @allout201 bio) #ManyMenRecords #MMR @ Music Mondays http://t.co/816iZyoQmP       ,0
620584819563479040,0.6666666666666666,3,0,5.62e+17,alexvallenilla,108715631.0,None,0,36275,1725,327906,0,#Ebola Ebola  Measles And Chris Christie's Inconsistent Healthcare Beliefs - Forbes http://t.co/P2BJkj52dP      ,0
267724770093719552,0.6666666666666666,3,1,5.63e+17,alexvallenilla,108715631.0,None,0,36275,1725,327906,0,#Ebola Ebola quarantine breaker says measles is 'everyone's responsibility' - Twitchy http://t.co/hy4CrYCzet       ,0
428210962647109632,0.6666666666666666,3,1,5.81e+17,alexvallenilla,108715631.0,None,0,36275,1725,327906,0,#Ebola Ebola Vaccines Pass Initial Safety Tests - New York Times http://t.co/IuPTveLwGn       ,0
428211363820077056,1.0,3,0,5.83e+17,alexvallenilla,108715631.0,None,0,36275,1725,327906,0,#Ebola Ebola vaccines prove safe for 600 - The New Dawn Liberia http://t.co/P0AunOvkqO       ,0
428218715063083009,1.0,3,1,5.59e+17,alexvallenilla,108715631.0,None,0,36275,1725,327909,0,#Ebola Ebola Was A Warm-Up: The Measles Outbreak Is For Real. - Forbes http://t.co/MOatcAW61p       ,0
428221059020517376,0.3333333333333333,3,-1,5.76e+17,alexvallenilla,108715631.0,None,0,36275,1725,327906,0,#Ebola Ebola: Affected countries are likely to have a measles outbreak  US researchers ... - Pulse Nigeria http://t.co/waztBzTFoZ      ,0
248958713363316737,0.6666666666666666,3,0,5.67e+17,alexvallenilla,108715631.0,None,0,36275,1725,327906,0,#Ebola Giantmicrobes(R): Ebola and Measles Teach Kids About Science and Current ... - Virtual Press Office (pr... http://t.co/SKQY6TlF3k       ,0
626753115354632192,0.6666666666666666,3,0,5.61e+17,Ali_yassin,211358866.0,None,0,83,237,436,0,#Ebola is gone how about them those #measles #vaccines       ,0
373887287421321216,0.6666666666666666,3,1,5.2e+17,pmkell,271216729.0,None,3,324,523,7790,0,#ebola is scary  but those infected will likely only infect 2 others. For measles      ,0
581538780047286272,0.6666666666666666,3,0,5.23e+17,Organics4Free,1332710534.0,None,0,3108,4431,74398,0,#Ebola It's not healthful to live in #Fear It's healthful to improve your #immunity and Live Confidently #Probiotics http://t.co/8YXHuHKT36       ,0
755146309409968129,0.6666666666666666,3,0,5.76e+17,alexvallenilla,108715631.0,None,0,36275,1725,327906,0,#Ebola Measles Cases Predicted to Almost Double in Ebola Epidemic Countries - Newswise (press release) http://t.co/LPRXYcMw9G       ,0
351377670002573312,1.0,3,-1,5.21e+17,Commadorable201,2383043716.0,None,0,20,115,29,0,#ebola scare. We should ban flights from W. Africa  get vaccine or treatment protocols to Ebola victims there. #afraid of a U.S. epidemic      ,0
573596001367298048,1.0,3,1,5.81e+17,alexvallenilla,108715631.0,None,0,36275,1725,327906,0,#Ebola Two experimental Ebola vaccines pass safety test - Geo News  Pakistan http://t.co/12PxwDfbbS ...and much more. Watch @SheinelleJones live. #newsreader http://t.co/n58Yos1O7v     ,0
573597448846729217,0.6666666666666666,3,0,5.78e+17,alexvallenilla,108715631.0,None,0,36275,1725,327909,0,#Ebola With Ebola waning  attention turns to children left unvaccinated against measles ... - Saskatoon StarPhoenix http://t.co/ojBQGqKAPx      ,0
523494389918994432,1.0,3,0,6.23e+17,loganSrachel,3196513459.0,None,0,25,0,370,0,#elisenoellestoltzfus enjoyed getting #adjusted this weekend! #relaxed #health #natural #immunity… https://t.co/Jc7OoyGteP       ,0
523497701418471424,1.0,3,0,5.19e+17,LenElmore,860355672.0,None,1,3805,1254,9649,1,#enterovirus68 No vaccine for it. Affecting children across US! http://t.co/ccFk2cu7XP Pernicious and subtle. Parents: Monitor your children       ,0
523500333092601856,1.0,3,1,6.63e+17,djsupadice,24215001.0,None,0,577,529,12817,0,#ExoticsOnFridays #MMR @ Exotics https://t.co/93rkAg9GIm       ,0
523501198989877248,0.6666666666666666,3,0,6.63e+17,djsupadice,24215001.0,None,0,577,529,12817,0,#ExoticsOnFridays #MMR @ Exotics https://t.co/JOnpEg17eb       ,0
587271503483445248,1.0,3,1,6.63e+17,djsupadice,24215001.0,None,0,577,529,12817,0,#ExoticsOnFridays #MMR @ Exotics https://t.co/mutuXRBZY2       ,0
587276315910397952,1.0,3,1,5.71e+17,tmtonmoyislam,146630234.0,ajplus,0,931,1625,10943,0,#Externality #ElonEcon111 “@ajplus: #Infographic: The Human and Monetary Costs of #Measles http://t.co/DPRTyjmPvY”       ,0
587277501782749185,1.0,3,1,5.13e+17,_atWitzend,64746461.0,None,1,531,2144,17695,0,#extremeguidetoparenting Do whatever weird thing u want BUT vaccinate your baby. If ur so certain go visit a country with disease.       ,0
587280383303163904,0.6666666666666666,3,1,5.1e+17,Dalyn_Jenkins,172856116.0,None,0,88,279,630,0,#faceoff they had me scared I thought they were going to get rid of Sasha. Thank goodness for the immunity! !!!       ,0
191366887458869248,0.3333333333333333,3,-1,3.64e+17,oshuaj,118934371.0,None,0,427,1347,156898,0,#Fake #Hoax-es: #BlackEyedAdults  #LochNessMonster      ,0
234371139240075264,1.0,3,0,3.66e+17,djsupadice,24215001.0,None,0,577,529,12817,0,#FamilyTime wit meanboy3000 @dj_siroc @kemo_mmr @killa201 #MeanBoyShit #MMR #SupaTeam #LaFamilia @… http://t.co/aZHU0owbKF       ,0
