tweet,label
"Will you REFUSE the Pfizer vaccine even if it means losing your job?
#vacccine #BillGates #Pfizer #COVID19 #Covid_19 #covid19uk",Neutral
"Do mRNA COVID-19 vaccines permanently alter human DNA, and target Chromosome 8 causing cancer and dementia etc?:
https://t.co/bGlH8Ptac2
https://t.co/eyvPmpda46
@BusyDrT @DrWakefield @mercola @drjoshaxe @delbigtree",Neutral
"@COVIDOversight @RepAOC These are lies! Coronavirus vaccine is already out, it is being given at this time to hospital workers! My doctor at my local VA had to get it as a condition of being brought back to work, when we opened up Fla after CHINESE CORONA",Neutral
"@sciencecohen IF on has the super-cold transport &amp; storage -&gt;  ""... the vaccine, which is based on a novel technology that uses synthetic mRNA to activate the immune system against the virus, needs to be kept at minus 70 degrees Celsius (-94 F) or ",Neutral
@realDonaldTrump Please don't use the tragic of #covid19 or the #vaccine por #political reazons. Tank you,Neutral
"Covid vaccine could be ready for rollout next month, says Hancock / How about Rolling Out the Flu Vaccine Hancock😂 #vaccine #BS #coronavirus  https://t.co/nRaaZjUz4h",Neutral
"Coronavirus vaccine could be ready for all Americans by April, Fauci says https://t.co/cBS51zAZOg",Neutral
Important question: when and in what way would those in placebo arm of successful vaccine study be identified and allowed to get active vaccine? It’s complicated. https://t.co/mKYrEm0PCj,Neutral
"Moderna mRNA-1273 vaccine, developed for COVID-19, yielded 94.5% efficacy in early  results of the phase 3 COVE trial. 90 who were COVID-19 pos were in a placebo group and that 5 patients were in the mRNA-1273 vaccine group.  https://t.co/9245wj3kph",Neutral
Pfizer announced more results in its ongoing coronavirus vaccine study that suggest the shots are 95% effective.​ https://t.co/ALq3V6hgLd,Neutral
"@realDonaldTrump if you want credit for the COVID-19 vaccine, how about working with the newly elected administration on a roll out plan?",Neutral
"@JustinTrudeau you can't even get flu shots to citizens, flu shot can't be found in Ontario any where. Now you can't agree with your cabinet minister on how many covid19 vaccines are ordered? Do you have the ability to organize anything for the people of ",Neutral
"Estupido Puerto Riqueno, lambe fundillo de Trump!
We should name the covid-19 virus after Trump no the vaccine because he infected the entire country with lies, corruption and conspiracy theories and our country is sick now because of him! F-U Geraldo, baboso!
@GeraldoRivera",Neutral
"Facebook ""executives are planning a major push to encourage users to take a coronavirus vaccine, as well as incentivising people to share content related to the Paris climate agreement""

(Next up: renewed conservative allegations of bias and partisanship?) https://t.co/ltAmtES2ph",Neutral
"Covid-19 vaccine for citizens will meet all scientific criteria, says PM
https://t.co/mkvJiX5kFd via NaMo App https://t.co/JZ79t3MyBV",Neutral
$PFE $BNTX $MRNA - U.S. aims to release 6.4M COVID-19 vaccine doses in first tranche - Reuters https://t.co/FLJzA17oVQ Great Dividend Stock BUY PFE !,Neutral
"COVID-19 vaccines may be less effective for racial minorities, suggest computer scientists https://t.co/sNDEuCwOzZ",Neutral
"A new episode of the #BigTechPodcast drops this Thursday with guest @ProfHeidiLarson to discuss the #COVID19 vaccine with host @taylor_owen.

Subscribe here or wherever you listen 👇 https://t.co/tmFLWt7Fnr",Neutral
Centre introduces Co-WIN app to self-register for Covid-19 vaccine: https://t.co/sGreaZ2L6f via @eOrganiser,Neutral
"In Malaysia, EU's possible #COVID19 support through WHO could focus on:
🔵 Information management and data
🔵 COVID-19 vaccines
🔵 Risk communication and community engagement https://t.co/g5usUdigX6",Neutral
"AstraZeneca COVID-19 vaccine production starts in Australia, reports say https://t.co/koyFYex6Tr",Neutral
Care homes to be FIRST to receive coronavirus vaccine that could roll out before Christmas https://t.co/o3upegtJBh,Neutral
#Covid19 vaccine is here💊 https://t.co/xK3UMSENN1,Neutral
"Pfizer says early analysis shows its Covid-19 vaccine is 90% effective Pfizer says early analysis shows its Covid-19 vaccine is 90% effective.

https://t.co/CUuGL4BMai",Neutral
The only 100% effective Covid-19 vaccine is abstinence.,Neutral
"Fuck you, Pfizer!  Why not release such exciting news before the election?  What you are doing is not saving lives as much as possible, making vaccines a political weapon. https://t.co/aHHIV2TvXT",Neutral
Ontario developing plan for ‘fair and equitable’ COVID-19 vaccine distribution https://t.co/BCmlcTKzqc,Neutral
"""We hope to see vaccines landing in the early next year but between now and then it’s really, really important that we double down on our efforts,"" the prime minister said Monday. #COVID19

https://t.co/lSCaXT4jAI",Neutral
Metro woman participating in COVID-19 vaccine trial optimistic about Pfizer’s news https://t.co/SkRAiGV9ZM,Neutral
Brazil halts trials of Chinese COVID-19 vaccine https://t.co/0UnlfZYT4R,Neutral
"Lloyds is best bank for coronavirus vaccine bet, says broker",Neutral
Fauci: COVID-19 won't be pandemic 'for a lot longer' thanks to vaccines https://t.co/oB4OWYJJxT via @nypost,Neutral
"@MoulanaOfficial The vaccine will not work unless the vaccine is developed according to the formula given by Muhammad Qasim.
#CagayanNeedsHelp
#Harry Styles
#Pakistan Army
#Happy Diwali
#coronavirus
#COVID19 
@MuhammadQasim_3 👉
👇
https://t.co/PYMiuY",Neutral
"""...concern that there may be widespread refusal to accept COVID-19 vaccination. Many parallels to our current challenges...can be found in a largely forgotten episode from Brazilian history: the Vaccine Revolt of 1904.""
https://t.co/vYVOP0vsA9",Neutral
"How is @gavi, the vaccine alliance, working to ensure the roll-out of a coronavirus vaccine is fair to all nations? @tomstandage asks @GaviSeth on “The World Ahead” podcast https://t.co/Pfpl6QXWhE",Neutral
Pfizer to start pilot delivery program for its COVID-19 vaccine in four U.S. states https://t.co/Ab1cJ3HTgC,Neutral
"Pfizer also says it’s vaccine had no series side effects. If the FDA authorizes the two-dose vaccine, Pzifer says it could have up to 50 million doses available by the end of the year. A reminder, this vaccine needs to be kept at 94 degrees below zero. https://t.co/KoH30RIIyP",Neutral
Dow opens higher on more upbeat COVID-19 vaccine news https://t.co/QhQjF051bV,Neutral
Learn more about @LillestolLLC's participation in a large Phase III Pfizer Covid-19 vaccine trial. https://t.co/dFsP7pIHZY https://t.co/NFkBDMWpVa,Neutral
Pfizer says it will ask the FDA to authorize emergency use of its COVID-19 vaccine after an updated analysis of clinical trial data found the vaccine to be 95% effective. https://t.co/dnDS0xvBVh,Neutral
"YouTube to add link on coronavirus vaccines to combat misinformation

https://t.co/dfMY4rrCa1",Neutral
"Investors are looking past the presidential election and toward a future with a safe and effective COVID-19 vaccine, according to Ameriprise Chief Market Strategist David Joy.  
 https://t.co/c89CKBtN62",Neutral
"US coronavirus hospitalizations hit record high  of 20,000 as nation looks to a potential vaccine
https://t.co/c3HgcvsEBi",Neutral
"Interesting fact. Both Pfizer and Moderna vaccines use mRNA, the first vaccines to do so. https://t.co/DhwqRikduH",Neutral
Russia claims its pioneering Sputnik V Covid-19 vaccine will cost less than Western rivals as US pharma giants announce price tags https://t.co/WqYVEZXIsx https://t.co/zvepZmrHNR,Neutral
Coronavirus updates: Third vaccine candidate up to 90% effective; November infections explode; Th... https://t.co/1RfoGdlwyF via @YahooNews,Neutral
Iran to be able to mass produce coronavirus vaccine soon https://t.co/0nIFsr0XWR #Politics https://t.co/eQQT8822Zi #Iran #to #be #able #to #mass #produce #coronavirus #vaccine #soon #  238,Neutral
"Clinton, Bush, Obama volunteer to publicly receive COVID-19 vaccine https://t.co/wBjREX5x7U",Neutral
Pfizer supply chain challenges led to slashing COVID-19 vaccine production target: WSJ - Reuters https://t.co/Zj5J570GNS via @GoogleNews,Neutral
"Well a #Tory that talks senses, @Matthanock @BorisJohnson take heed, he talks more sense than both of you put together https://t.co/nov7vEisQc

#vaccine #COVID19",Neutral
@realDonaldTrump Trump administration refused offer to buy millions more Pfizer vaccine doses https://t.co/86UbbPXCCF,Neutral
A 90-year-old UK woman becomes the first in the world to receive a COVID-19 vaccine outside of trial  https://t.co/5tkBmudI82,Neutral
"Also on today’s show:
• Biden’s pick for defense secretary would be the first Black leader of the Pentagon
• An argument for why social butterflies should get the first #COVID19 vaccines
Plus, catch up on more of the day’s biggest stories: https://t.co/6OXCxfir80",Neutral
"@benspolitics @Abe95319941 @Arr_Me_Matey @HitsuiBunny @JessicaHuseman Asthma is not preventable at all, first of all, and some people are genetically predisposition-ed to diabetes and other issues, and the flu has vaccines to prevent catching and medicine",Neutral
@realDonaldTrump Pfizer’s COVID19 vaccine was developed 100% independent of the US government! Don't take credit for actions that aren't yours.,Neutral
The best clip you’ll hear today!  🙏🏻🙏🏻 #vaccine #COVID19 #goodnews https://t.co/MzsRWNkSJj,Neutral
thetimes: 'Coronavirus vaccine: Medicine not money motivates husband and wife behind the jab' https://t.co/2oCLbNSblx,Neutral
"She left her post the day she started. She has yet to convince anyone she has done anything except travel to the US, share confidential information there, and waste vast sums on her PR people. She is happy to accept the money without any vaccine experience. Says it all. https://t.co/40hYuY4ByD",Neutral
"Chinese coronavirus vaccine better suits Pakistan, says Dr Atta-ur-Rehman .",Neutral
Who will make coronavirus vaccines for the developing world? India holds the key. https://t.co/EuKxqwEQgN,Neutral
Bc it takes a long ass time to produce BILLIONS of vials of the vaccine. Its not just Americans receiving the vaccine - its literally billions of people. And its something that can't be done quickly. The coronavirus is what it is. Its not mutating. We know how to study &amp; work,Neutral
"Moderna’s COVID-19 vaccine boasts a nearly 95% effective rate in early data

https://t.co/EC0pFmeaYN",Neutral
"Russia focuses on freeze-dried vaccine doses as transport fix
https://t.co/rC7C5PwOis
#COVID19 #Vaccine #Immunisation #Pandemic #PublicHealth",Neutral
Where is Moderna based? Who owns the company working on a new Covid-19 vaccine? https://t.co/2znjcCBx4s https://t.co/KHzFpkJpAH,Neutral
More on Sen Portman’s decision to be part of COVID-19 vaccine trial. https://t.co/uQX9CiAxcV,Neutral
Temperature concerns could slow the rollout of new coronavirus vaccines https://t.co/ytTmuk8CeD,Neutral
China’s Sinovac reports mixed findings in early coronavirus vaccine trials https://t.co/Xifc0foH4O,Neutral
"Pfizer and BioNTech to seek approval for Covid-19 vaccine ""within days"" as company says final analysis shows it's safe and 95% effective. https://t.co/PACUOej2bb",Neutral
"So how does the Pfizer Covid-19 vaccine injection work?
Do they inject it at -90  degrees F. ?  🥶",Neutral
"OPERATION WARP SPEED
""Accelerated Vaccine Process""

The U.S military is distributing the Covid-19 vaccines nationwide at the end of 2020. 

#KnockKnock #VaccineTime #CovidVaccine #Covid19Vaccine #USAMilitary #WarpSpeed #CovidVax #CovidVaxx #PressBriefing #MandatoryVax #CrazyTimes https://t.co/Q8iIib0dNj",Neutral
COVID-19 vaccines: How Pfizer's and Moderna's 95% effective mRNA shots work https://t.co/t058AtQIO6 https://t.co/SAByXS6QCz,Neutral
"Today Pfizer said it's asking U.S. regulators to allow emergency use of its COVID-19 vaccine.

https://t.co/1LXXp9iYRw @cbschicago #Pfizer #vaccine",Neutral
Pfizer to request emergency approval for Covid vaccine https://t.co/xrh4TKBgGq,Neutral
South Korea says it foiled North Korea attempt to hack its COVID-19 vaccine makers https://t.co/jkxoamRFKH,Neutral
"Plus, the hackers trying to steal Covid19 vaccine secrets.
https://t.co/6ezTwbE7Aw",Neutral
"Janssen vaccines' global head, Johan Van Hoof tells @KayBurley up to 90,000 people are taking part in the #COVID19 trials, with hopes a result could be available in January.

#KayBurley https://t.co/UV70Cs1n0C https://t.co/XhwwhMvwzf",Neutral
Japan approves free COVID-19 vaccines for nation | The Japan Times https://t.co/54arsXgxdg,Neutral
CDC vaccine advisers vote on which groups should receive COVID-19 vaccine first https://t.co/oiTepYdVpa via @ConsumerAffairs,Neutral
"UK approves Pfizer, becomes the first country to roll out Covid-19 vaccine https://t.co/YL76vKXe0t",Neutral
Australia begins manufacturing of Oxford-developed COVID-19 vaccine https://t.co/bXu6umtKUT,Neutral
"Wantai to begin mid-stage trial for Covid-19 nasal spray vaccine in China
https://t.co/Ivf8hU6ljZ",Neutral
Coronavirus vaccine news: Hospitals told to prepare for mass vaccine programme | UK | News | https://t.co/tPjF4rryR9 https://t.co/l8voEcIkyM,Neutral
"Pfizer’s coronavirus vaccine is more than 90 percent effective in first analysis, company reports
By Carolyn Y. Johnson

https://t.co/uOveSZU3O6",Neutral
"Pharmaceutical company Pfizer says early data suggests its potential vaccine is ""more than 90% effective"" against covid-19 https://t.co/R4t42cWon5",Neutral
BREAKING*** They found the COVID-19 vaccine a day after Biden won. Seems legit.,Neutral
We’d never heard of coronavirus when work began on this tv series about the great plague. But the parallels are amazing. It’s an extraordinary story. And a even more watchable with the news of a vaccine today! Next Tuesday (17th!) 9pm @channel5_tv 😷🤒 ☣️ https://t.co/iRblcz2TOK,Neutral
"BREAKING: Pfizer announces their COVID-19 vaccine over 90% effective, 100% no thanks to Donald Trump.",Neutral
"@realDonaldTrump Is it true that the vaccine for covid19 carries rna changes to dna, nanotechnology and they can follow you with it, lights can detect it, and DNA, will have to it?",Neutral
"A new company has joined Moderna in the race to a Covid-19 vaccine. Working with BioNTech, their early data shows that the vaccine is effective 90% of the time. They will continue to run tests until a 100% successful vaccine is created. https://t.co/jO64d9gE8P",Neutral
Pfizer says COVID-19 vaccine is looking 90% effective https://t.co/SFBCgHr3GI,Neutral
https://t.co/X2qVMafjRI Great Britain wants to have Covid-19 vaccine flown in if necessary https://t.co/WS09EqCTEo Our Hashtag Results Toxic Election Donald Trump vs. Joe Biden 2020 #FWN #freeworldnews https://t.co/tDeW0hb5So,Neutral
"@agordonICU @NIHRCRN_NWLdn @remap_cap @NIHRresearch @ICS_updates @UKCCRGroup Please take a look at a newly created facebook group for Covid-19 vaccine trial participants like me, share their experiences. Feel free to join us 
#COVIDVaccine

https://t.co/u",Neutral
Vast majority' of Canadians could access COVID-19 vaccine by late 2021  https://t.co/l5m3cnt8mM,Neutral
Pfizer and BioNTech to submit Covid-19 vaccine data to FDA as full results show 95% efficacy https://t.co/M2hvwAthUu via @statnews #COVID19 #CovidVaccine #Pfizervaccine #BioNTech #EUA,Neutral
"Investors are looking past the presidential election and toward a future with a safe and effective COVID-19 vaccine, according to Ameriprise Chief Market Strategist David Joy.  
 https://t.co/F6e0AuXImg",Neutral
"@SpectrumNews1TX The MHRA urgently seeks an Artificial Intelligence (AI) software tool to process the expected high volume of Covid-19 vaccine Adverse Drug Reaction (ADRs)
https://t.co/De7s2I6FDW",Neutral
Coronavirus live news: Oxford vaccine has up to 90% efficacy; Russia suffers worst daily caseload increase | World news https://t.co/EAgi4ZW64M,Neutral
"Serum Institute rejects charges levelled by vaccine trial participant, threatens to seek damages #COVID19 #COVIDー19 #covid_19Ke #coronavirus #Corona #CoronavirusLockdownUK #CoronaUpdate #CoronavirusNewYork #Covid_19 https://t.co/I4C6cOXWoh",Neutral
"@ATPJudge @ABC @vandusen_cheryl @MarthaRaddatz Me and #Fauci are on the same page, and business that are not operating at full capacity should start thinking about making sure their employees are vaccinated so they can operate at maximum capacity upon rel",Neutral
My letter to the editor today in the AV Press discussing my thoughts on how to help rebuild the local economy when the COVID-19 vaccine arrives. https://t.co/uBBhqDlCq9,Neutral
California at COVID-19 'tipping point' as Trump administration hopes for vaccines by Christmas https://t.co/0axV4mMAwY,Neutral
The UK approves the BioNTech/Pfizer COVID-19 vaccine for emergency use – TechCrunch https://t.co/FLluW2C2bQ,Neutral
Survey says: One company's poll shows that people in Wisconsin would pay an average of $577 for the hypothetical chance to get a #COVID19 vaccine earlier. https://t.co/FYlqRPdLnl,Neutral
When the covid19 vaccine is available to the general American public do you plan to get it?,Neutral
Dr. David Kimberlin spoke with @aldotcom about the #COVID19 vaccine and who in Alabama is likely to get it first https://t.co/EKLM1VMtxy,Neutral
Allina Health seeks volunteers for COVID-19 vaccine trial https://t.co/tzjISOcl84 via @KARE11,Neutral
"#Australia on Monday began the local production of a #COVID19 vaccine candidate developed by the University of #Oxford, with roughly 30 million doses planned to be manufactured https://t.co/OpexLYfXH9",Neutral
"The delay has already gummed up discussions on critical issues, including plans to distribute a possible coronavirus vaccine. Speaks for itself. https://t.co/TxSoKlLXFc",Neutral
Australia begins production of Oxford-developed COVID-19 vaccine https://t.co/m86NALxIKu,Neutral
"#CAmemberNews Join @DeloitteUK’s Life Sciences Catalyst webinar on Thursday (12 Nov) to hear from Dr Maheshi Ramasamy of the Oxford Vaccines Group, as they explore the challenges and progress being made in finding a #COVID19 #vaccine. Register: https://t.co/XRFKQ2m8Pc",Neutral
Is a weak Covid-19 vaccine good enough? Scientists debate how much to lower the bar https://t.co/nS6mg7KWyN via @nbcnews,Neutral
Wantai to begin mid-stage trial for Covid-19 nasal spray vaccine in China https://t.co/R6i6VwgKCX,Neutral
The mink version of #Covid19 may well put an end to any hope of a vaccine #r4today @BBCr4today,Neutral
"Covid-19 vaccine candidate is 90% effective, says manufacturer https://t.co/jYOdAVVxwA",Neutral
Pfizer said its experimental vaccine was more than 90% effective in preventing COVID-19 based on initial data from a large study https://t.co/PetQxFWMqE https://t.co/0lzRRYZx3Z,Neutral
"Pfizer, BioNTech say their COVID-19 vaccine is more than 90% effective https://t.co/cGp3bGuoeq",Neutral
"Coronavirus vaccine from Pfizer, BioNTech prevents COVID-19, early results show https://t.co/Bv3CbhK41R via @BioPharmaDive",Neutral
"Flu vaccines never reach 90%, enough said.....

What does Pfizer's '90% effective' COVID-19 vaccine actually mean? https://t.co/9wxudXk4Yf via @nypost",Neutral
@realDonaldTrump @US_FDA The Pfizer vaccine didn’t have a fucking thing to do with you or your almost nonexistent Covid-19 program. Pack a bag you are finished.,Neutral
"""The main issue is that the vaccine, which is based on a novel technology that uses synthetic mRNA to activate the immune system against the virus, needs to be kept at minus 70 degrees Celsius"" 😶 #Pfizer #COVID19 https://t.co/SjTbQT5GUV",Neutral
BioNTech the German company behind the potential Covid-19 vaccine. #BioNTech #Pfizer #Covid19Vaccine  https://t.co/AywGDK9pgL,Neutral
"What is mRNA? In enthusiasm for vaccine news, I had not bothered to read this is groundbreaking tech. Truly amazing. Can’t get my head around how one *makes* mRNA. Googling what is synthetic RNA... But, unknown immune response/inflammation is concerning.  https://t.co/weSeEUUOHK",Neutral
"Even with a vaccine, COVID-19 will last for years, expert says https://t.co/mxm1Z3kJ2s",Neutral
"What are the potential #supplychain challenges associated with globally distributing a COVID-19 #vaccine? Register today for our upcoming webinar where we'll discuss the biggest threats to supply chains, including https://t.co/Qt5ny0hwoZ",Neutral
@newtgingrich This vaccine for the coronavirus should be called Trump's vaccine not Biden's back scene the Democrats are already acting like he's going to get the credit for it ain't no damn way 74 million people know better course. Right now how Biden is,Neutral
"Pfizer's COVID-19 vaccine is reportedly being flown by United Airlines chartered flights to distribution hubs, in anticipation of FDA approval https://t.co/nPZIzPtUDK 

#WallSt",Neutral
How mapping technology and location intelligence will help COVID-19 vaccine distribution https://t.co/E15Cde9Uq7 via @FierceHealth #COVID19,Neutral
"No COVID-19 vaccine, no normal life, UK minister suggests https://t.co/enfalxTwX9",Neutral
Which COVID-19 vaccine could reach developing countries first? https://t.co/1kXmFfxd9Y,Neutral
@RudyGiuliani 3 pharm.companies created a Covid-19 vaccine in “WARP SPEED”! Pres.Trump had these vaccines produced &amp; almost ready for the market for FREE!!! Just another reason for him to get the Nobel Peace Prize. Pres.Trump shud go down in histo,Neutral
People here dying in global record numbers each day and still the FDA can’t figure out it might be a good idea to get CytoDyn’s Leronlimab out there to save some lives. Just keep paying attention to BigPharma vaccines while thousands die each day. Great work for Pharma lobbyists https://t.co/YykBkX0QzV,Neutral
"Option A: 

SA does not have the money.

Option B: 

ANC didn't pay so they can keep us in lockdown longer and blame lack of access to vaccines. https://t.co/oxXzOZtdPK",Neutral
"Companies in the COVID-19 supply chain — from research of therapies, healthcare delivery to distribution of a vaccine need to be vigilant and remain on high alert during this time. #healthcare #lifesciences #covid19 #cybersecurity https://t.co/NhFtSGQi2u",Neutral
"Other countries now following the UK to approve the Pfizer/BioNTech #COVID19 vaccine. 

Bahrain's regulators have now also signed it off, making them the second country (after the UK) to do so.",Neutral
A #COVID19 #vaccine has arrived. Get ready for the rollout. The UK is set to become the first Western country to vaccinate its citizens https://t.co/GHnIVSbMTV,Neutral
"DHS: Multiple COVID-19 vaccines may be available at the same time 

READ MORE: https://t.co/OcOEQ0LNzl

#BillGates #cdc #GatesFoundation #GAVI #SDG #UN #Vaccination #Vaccine https://t.co/y0hdgdRf9r",Neutral
"@DrAngelaCDunn 

Please consider:
The uber lower CFR in Africa is mapped directly to geographic locations w/ endemic malaria, where Anti-Malaria Rx are in wide use.

Zinc ionophores as a Rx for coronavirus

SARS-CoV-2 is mutating fast, it could dodge curr",Neutral
"No coronavirus vaccine for common people till 2022, Covid won't vanish, says AIIMS Director Randeep Guleria - Coronavirus Outbreak News https://t.co/QK9tSQmXYo",Neutral
"Inside the effort to get Americans a COVID-19 vaccine
https://t.co/j4q9FVn0lG
David Martin reports on the military efforts underway to inoculate 300 million Americans with an anticipated COVID-19 vaccine.
https://t.co/ilMSKg0VUZ https://t.co/pQxLGPstjq",Neutral
"#COVID19   Mutations in coronavirus have triggered culls of all 17 million farmed mink in Denmark.

Part of the country has been put under lockdown after Danish authorities found genetic changes they say might undermine the effectiveness of future Covid-19 vaccines. https://t.co/hGNNGQG7qO",Neutral
@Johnrashton47 Whether an effective COVID-19 vaccine will be universally available in the UK within a year is unclear.,Neutral
"#BREAKING: Pfizer's #COVID19 vaccine prevented more than 90% of infections in a study of tens of thousands of volunteers, reports @business https://t.co/rEREhypggN",Neutral
"The first #coronavirus vaccine can prevent more than 90% of people from getting #COVID19, a preliminary analysis shows.

https://t.co/ucK3TNkJVB",Neutral
Desperately searching my retirement funds to see if there is some @pfizer stock there. #vaccine #Pfizer #CovidVaccine #COVID19,Neutral
Do you plan on getting Pfizer’s $PFE #coronavirus vaccine once it’s released to the public?,Neutral
Thanks TO PRESIDENT TRUMP for working hard to provide this vaccine! https://t.co/4pzF6PSAWI,Neutral
Coronavirus: The married couple behind the successful Pfizer COVID vaccine  https://t.co/eSXi6xZWsv,Neutral
"Will you take a Covid-19 vaccine when it is available?

#CovidVaccine #Pfizer #Pfizervaccine",Neutral
Will you get the fast tracked COVID-19 vaccine?,Neutral
📻 Bitcoin price outlook still bullish despite drop from COVID-19 vaccine news https://t.co/oKMI9Yd6Aa https://t.co/HHvClbTSId,Neutral
"NEW from @kevincollier: North Korea and Russia are still trying to hack some of the world's most prominent coronavirus vaccine researchers, cybersecurity researchers said Friday. https://t.co/nvhlQcTv0L",Neutral
"Trump Administration Reaches Deal With Pharmacies to Make COVID-19 Vaccine Free 
https://t.co/ovpXf7QlfW...

Jon Rapaport article: Fake Covid vaccine success. https://t.co/819ZwRltyR...

@ farmerjones' Kracken shared!",Neutral
"The European Union has struck a deal for up 405 million doses of German biotech firm CureVac's potential Covid-19 vaccine…
#Business #World #Coronavirus #News #Health https://t.co/S02z7GtVXv",Neutral
@Mr_Swrites Find the coronavirus vaccine.,Neutral
"Pfizer will file for emergency use of Covid-19 vaccine on Friday
https://t.co/tYzpxz2WrZ",Neutral
"One of the best overall explanations of what 95% efficacy for #COVID19 vaccines means as well as potential limitations of the vaccines: 👇

https://t.co/sfsZz4UYDI",Neutral
Oil prices settle up over 2% on COVID-19 vaccine news https://t.co/oZBQat8eFi,Neutral
"COVID-19 vaccines secured for more than 270,000 Jamaicans  
 https://t.co/zaHsJi7GNL",Neutral
