tweet,label
"@SkyNews Do NOT be fooled! All #Covid19 vaccines are poison! We will Not be vaccinated against our free will, with covid19 poison vaccines! This is a fake pandemic! #NoPoisonVaccines #JailWhitty #Covid19Hoax #RefusePoisonVaccines #CovidHoax #NWO  #Vaccine",AntiVax
Anyone who would actually get a coronavirus vaccine wether it was 90% or 99% effective is fucking mad😖,AntiVax
I think this is a contextual statement...but I agree with it. I think my answer might change if I was considering whether my 75 yr mom should take it. But appears that not taking it is much better option for younger people. The less dependent our bodies are on vaccines the better https://t.co/bpLH8e6CRV,AntiVax
Oil blazes as much as 11.5% higher after Pfizer says its COVID-19 vaccine is effective - Business Insider https://t.co/trYFxEuWmF,AntiVax
"People now desperate to take the vaccine which by there own words, the trials will not be finished until December 2022!! So what is the government going to inject you with this December?? #coronavirus #vaccine

https://t.co/Pt6n347VHU",AntiVax
"i’m sorry, i believe in science or whatever but there’s no fucking way i’m gonna be first in line for one of those coronavirus vaccines. lmfao.  good luck to whoever they’re gonna make the guinea pigs on that. godspeed. not me tho.",AntiVax
Ikr. But I’m also not taking it. I’m provaccine but not this one. I’m not a Guinea pig. I’d rather get coronavirus honestly https://t.co/4Jp3So88ya,AntiVax
The fact that we don’t know how many got the vaccine/placebo is worth being skeptical. 94 participants got sick out of 44K. 90% is how many exactly? https://t.co/JW4BldphK4,AntiVax
"Anyone who gets any first wave of a vaccine is highkey a daredevil.

I'm not anti-vaccine but im also not stupid lol gotta test that shit out for ATLEAST a minimum of 3 years before I even think about getting it. https://t.co/qX4ItSyOSF",AntiVax
No thank you. The virus is safer than the vaccine 😂 https://t.co/eNXv1sGDeH,AntiVax
"So take a vaccine that's 95% effective for a virus that has a 99% survival rate?

No thanks! https://t.co/c8KF57jSMq",AntiVax
Sure you can inject me with a premature vaccine filled with #coronavirus ..... NOT... NEVER! Years later after those who took the vaccine they either get sick (hello vaccine compensation program) or die.,AntiVax
"@TheFreePeopleA1 @999rmiah @GMB It is not actually a vaccine like we know it.
Pfizer’s Experimental Covid-19 Vaccine—What You’re Not Being Told - https://t.co/aCkBpiz5ku
https://t.co/It6D61UOyq",AntiVax
"@Charlotte3003G This is the 7TH coronavirus to hit humans, we never developed a vaccine for the previous 6. Most vaccines take 7-20 years to develop. Big pharma is protected from an injury/death you might experience from the first ""Test"" vaccine. @Charlot",AntiVax
"@JkMoysmith @unhealthytruth My immune system supported with good nutrition that doesn't even allow me to get the flu. The vaccine will be a killer due to ""immune enhancement"" that they found happened during 20 years of trying to develop coronavirus vaccin",AntiVax
Dr. Carrie Madej warns about coronavirus vaccines and transhumanism nanotechnology to alter your DNA https://t.co/8W3pFWf92O,AntiVax
i swear we’re not meant to trust a vaccine this quickly but idc im first in line https://t.co/M6juH55B1C,AntiVax
"I am skeptical of Pfizer's claim of having a 90% effective coronavirus vaccine. There is too much fuckery going on in big pharma.  

Many Antidepressant Studies Found Tainted by Pharma Company Influence https://t.co/anA8gTWulZ via @sciam",AntiVax
This is on average how long a vaccine can is is supposed to take. While y’all ready to trust something they came up with in less than a year? ESPECIALLY when they still don’t FULLY understand it. NO THANKS. I’ll wait. #COVID19 https://t.co/M7ElM66hBz,AntiVax
"My worry in a rushed vaccine is, what will the long term effects of it be? https://t.co/OPgcl7TRBW",AntiVax
"Pfizer, BioNTech say their COVID-19 vaccine is more than 90% effective. It's the other 10% I'm concerned about. I think I'll pass until something 100% comes along. I need more information!",AntiVax
"You know we've entered really stupid territory when they're all demanding that even those of us who had COVID-19 should take the vaccine, because reasons. No thanks!",AntiVax
⁦@BorisJohnson⁩ #vaccines #bankers #greed #FreedomOfSpeech #life #HumanRights #inoculation #DNA #infertility #COVID19 🦠 He said there are already microscopic technologies that can enter the bloodstream🩸💉🧿 Boris🤦🏽‍♀️...Your words? 😏 https://t.co/UneyLcpNPR,AntiVax
I hope @pfizer puts warning that your size will increase by 3-4 inches if you take the vaccine #COVID19,AntiVax
"Last time Pfizer made major headlines, they tried to develop a heart pill and instead accidentally came up with a boner pill. What the hell were they researching to accidentally produce a (potential) Covid vaccine? https://t.co/bi5t0WL42u",AntiVax
"Give the vaccine to football fans first, rugby fans last the fucking peado’s https://t.co/HT8Rl8dEH6",AntiVax
"@stillgray Why would you take a vaccine thats 90% effective for a virus thst 99.6% survivable?
#COVID19 
#vaccine",AntiVax
I won't take @pfizer's damn vaccine. https://t.co/VHRgwBqBXq,AntiVax
@SMR11992 @diatomaceous_ @Marrrrcussss @NPR Yea for open borders and socialism. Fuck wearing a mask out public. Fuck that microchided Covid-19 vaccine. No fucking math science or history in schools anymore either. Only God and the bible in schools. Welfar,AntiVax
"@lite_hause The sample size was like 96 people. I think it claims to be sort of a seasonal jab. The coronavirus has been around since the 1950’s. And since CDC decided not to track common flu this year, I’m skeptical of the entire operation from the v",AntiVax
We do not need a vaccine to escape lockdown. #FalseNarrative #ScamdemicIsOver #SCAMDEMIC2020 https://t.co/aRIKSZoRzf,AntiVax
"And the worlds genocide all on your hands. Your nation is also 99% racist, your blood thirst government and people are also after wiping out nations and occupying their land, fuck you and your vaccine along with that dead kofte kebab. https://t.co/pRIVO4JBnI",AntiVax
"@RepCarolMiller @realDonaldTrump @moderna_tx That's NOT what they said when seeking Vaccine Testing Volunteers!  It will take ***Two years*** to fully evaluate the antibody response to the vaccine...""to look at whether the vaccine works""
https://t.co/BLZk",AntiVax
"Having a vaccine for Covid-19 is not only reassuring but a breath of fresh air. The only thing which concerns me is mandatory vaccines.

We have to ensure that the rights of those who wish not to take it; be respected. Forced vaccinations is totally against our human rights!
#PPC https://t.co/7BBQXc6agO",AntiVax
"Vaccination is unnecessary on healthy people who arent at risk from the disease
Covid-19 vaccine, there is no need for any vaccine to end the ongoing pandemic. https://t.co/fcj4R0cOKL",AntiVax
"@piersmorgan What a load of crap, let me know when they find a vaccine for the common cold, which is ALSO a Coronavirus!",AntiVax
"@Catsrule007 as a rule, i am skeptical of all coronavirus vaccine news in 2020",AntiVax
Let all politicians and their families be the first to take it. And then lets see how they are doing in 6 months or less. These vaccines take years to make and hopefully get it right! No way this has taken that long to make so i won’t be getting one and never will 🙄 https://t.co/PcFL4NXNZM,AntiVax
Say no to the #vaccine 👏🏽 #PressConference #COVID19 #Lockdown,AntiVax
"@TaviCosta You're misunderstanding.  The question was how many of the 94 people who caught Covid-19 were vaccinated indicating that the vaccine did not protect them.  They did not answer the question, but given the 90% effectiveness claim, it must be most",AntiVax
"So there it is folks.All #coronavirus bs was a hoax put together by political class,Media and big Tech to get rid of #Trump .   #Pfizer  #vaccine #coronavirus",AntiVax
"@Ltnovo422 @prayingmedic Google hides the article.
Use duck duck go:
Department of defense flu viral interference

Study showing flu vaccine makes you 36% MORE likely to catch a coronavirus or human metapneumovirus",AntiVax
@blunted_james Theres to much risk in taking a rushed unlicensed vaccine when 99% of people who get the virus survive the virus.  Now if this was Ebola lethal or anthrax like then it would be sensible to take preventive medical steps but not this #COVID19,AntiVax
"It is absolutely vital that any Covid vaccine is 100% safe and 100% effective before it is released. Far too many grave implications otherwise. 

Also beware of ADE; viral strains &amp; other factors!

#covid19vaccine #covidvaccine #covidstrains #genome #mutation #bigpharma #biotech https://t.co/TrvYlBR5pm",AntiVax
"""wHy WuD I gEt a vAccIne FoR sOmeFiNk with sUch a HiGh sUrviVal RaTe?!""

Great point. I mean, we only vaccinate against things that are highly likely to kill you.......

FUCK
MY
LIFE

#COVID19 #Covid19UK #coronavirusuk #coronavirus #coronavirusvaccine #Pfizer https://t.co/vDontzHw80",AntiVax
Well if its a vaccine by Bill gates he can take it and stick it up his arse as I refuse to take it. I don't trust him or @TheDemocrats https://t.co/uC435htWSM,AntiVax
Im still not taking that Covid-19 vaccine 💉,AntiVax
"Will with determination #RejectTheVaccine 💉❌👎 regardless. Not sure this Gates minion from Gates-funded Imperial College realises quite how much of the nation wants absolutely fuck all to do with this, or any other #ProblemReactionSolution ""vaccine"". I have an immune system. https://t.co/pjxKUDsBsd",AntiVax
"@drdavidsamadi @gregkellyusa @newsmax Perhaps this is good news, and hopefully this vaccine is going to be the answer in the fight Covid-19 against infection, but I´m a little skeptical of this vaccine. .. Thank you very much for sharing this interesting",AntiVax
Get lost COVID-19 🐑🐑🐑 🚫no vaccine 🚫 https://t.co/0Uhic9zLJh,AntiVax
"Don't trust it!! 😩

Why the COVID-19 vaccine may not mean the end of the pandemic https://t.co/DBviA0H7tI via @MetroUK",AntiVax
"Hello NYT. What do you know about Pfizers track record. Personally I won't be queuing up for their half baked, half researched vaccine so I can die waiting for the lawyers to reach out of court settlements. They have a shocking track record...... https://t.co/EfxLI7XbiH",AntiVax
"No way!!! Over my dead body, I won’t have a vaccine in my body, why would I.. I’m healthy!!!! 💪🏻#NoVaccine #FreedomFirst #mybodymychoice 🤬🤬🤬🤬🤬🤬🤬 https://t.co/GQ9VFHPbjZ",AntiVax
"@cinema_strikes I ain't gonna take any vaccine that was created under something called Operation ""Warp Speed"", lol

I'm skeptical about any vax for a coronavirus since they have never been able to make one in the past, plus these companies have legal liab",AntiVax
What you need to know about Pfizer’s COVID-19 vaccine https://t.co/2Bd5UDYSKs via @BostonDotCom all we need to know is we do not need a vaccine against a virus where we already have a 99.98% chance of survival. and take that diaper off your face!,AntiVax
Petition: Prevent any restrictions on those who refuse a Covid-19 vaccination https://t.co/mGcV3Y1yxv,AntiVax
"...us get on with it, that’s nonsense on stilts, it’s not logistically viable and if you think lockdowns were bad for the economy, wait until you see what happens if you remove millions of people from the workforce until they’ve all been vaccinated. #WearAMask #COVID19",AntiVax
@AlokSharma_RDG If the #CovidVaccine is so safe why is the #UK #Government getting an AI System to Process ‘High Volume’ of COVID-19 Vaccine Injuries to identify potential safety issues with the Covid-19 vaccine &amp; represents a direct threat to pat,AntiVax
FUCK OFF Pfizer and BioNTech say final analysis shows coronavirus vaccine is 95 per cent effective with no safety concerns https://t.co/JcqH3q8QGt,AntiVax
9 days ago @pfizer_news CEO cashed out on 62% of his stock on the company the same day this “vaccine” was touted to have a 90% effective rate. Today it suddenly rose to 95%?? Weird shit going on here... https://t.co/kWJTej5ZZe,AntiVax
An acquaintance of an acquaintance my wife's apparently means to refuse to take any coronavirus vaccine because it is the Mark of the Beast.🤔,AntiVax
"#PLANDEMIC2 

What's in vaccines?

Does anyone really know?

DO YOU TRUST THEM? 

Polio and cancer's in the polio vaccine.

AIDS is in the hepatitis vaccine.

Chips and nanoshit is in Bill Gates' covid19
The Final Solution Vaccine.",AntiVax
"@rosskempsell We have very good communications. We will not accept teh Josef Mengele coronavirus ""vaccines"" no matter which Nazi wants to push it on the people. Fuck #Agenda21 genocide plan. #genocide #CrimesAgainstHumanity",AntiVax
Good for you guys... I’m still not taking a vaccine produced in 6 months. Fuck that https://t.co/ggcD2btvgK,AntiVax
I ain't taking any vaccine you and your goonies put out trying to kill people nice try though https://t.co/VH5tDefGeC,AntiVax
"We don't need another poisonous vaccine ‼ We have our immune system,  natural cures and remedies, healthy food, and hydroxychloroquine. https://t.co/dFObdWFbPD",AntiVax
"Covid-19 vaccine 90% success rate. No safety issues. Less then a year to develop. 

Just to put that in to perspective, the Flu Vaccine has been around for 20+ years, with a 65-70% success rate and safety issues. 

Yeah, fuck off. #Covid1984 #Plandemic",AntiVax
@NikkiHaley @pfizer @realDonaldTrump I don't take the Flu shot and I won't take Covid-19 vaccine!,AntiVax
@NicolaSturgeon 😂 😂 😂 😂 😂 😂 😂 Covid-19 is a hoax #novaccine,AntiVax
#coronavirus  is scam and ....................vaccine is bigger scam !! https://t.co/WHyXIA6GAg,AntiVax
"@meek_caroline @allisonpearson @LiamHalligan I’m 73, fit as a flea, look 57, run my own business and will not be having any vaccines, Covid19 or otherwise.",AntiVax
"So the 'flu vaccine' has been under development for 70 years, and still it's only effective on 6/10 people at best!! Great news that it's only taken 8 months to research, develop, and test a vaccine for Covid19.... Just fuck off will you, stop taking the piss.",AntiVax
"Are you kidding? Why would you get an improperly tested, no long term study, #DNA changing #COVID #vaccine? Follow Dr. Humphrey &amp; @BusyDrT @delbigtree you will never get another #vaccine again! Check out @CDC #coronavirus survival rate! https://t.co/DjEvVjI69h https://t.co/gRn21eroVY",AntiVax
"Sorry, Not taking any vaccine no matter how much I love our President. What surprises me, that you are for a vaccine when all the world knows the evil that has been cause by Bill Gates and Dr. Fauci against the American people. Ask Dr. Judy Mikovits @DrJudyAMikovits https://t.co/pBiekrNCoP",AntiVax
"@kingshenry @vanguardngrnews Never take no vaccines for covid-19 people. That's a coy to deceive people. In essence, it's a microchip that would be user for monitoring people. As soon as Trump lost, they're all talking about the vaccines. Be warned. 666 i",AntiVax
No vaccine developed in five minutes can be safe. Only politicians and dickheads from the WEF should take it. Give Klaus a double dose!! Wanker!! https://t.co/lIpvvLrJsA,AntiVax
"@Keir_Starmer Government are in the process of rolling out to all NHS staff, an untested COVID-19 vaccine. What side effects they will suffer in the years to come who can say! Using unknowing people as unpaid Guinea pigs, to provide huge profits for the g",AntiVax
ccp vaccine? thanks but no thanks #CCPVirus https://t.co/4ktwK70RTj,AntiVax
Do not take ANY vaccine before 5 years testing. https://t.co/mixqHOTnbi,AntiVax
"@CNN They're Lying About COVID-19 | Prof. Sucharit Bhakdi 
https://t.co/lfVYrcca5d

Interviewer: ""Would you take the [#COVID19] vaccine?""

Prof. Sucharit Bhakdi: ""Of course not; I'm not mad!""

#SCAMdemic",AntiVax
"@tesssummers98 If Boris is so confident about this 💉 maybe he could answer this Q - who is going to be HELD liable for compensation if this 💉 is harmful - will it be 
@pfizer ? or @10DowningStreet
 ? or are they exempt ? that Q needs answered 
@Bori",AntiVax
Aborted fetuses are in the vaccines 👎😡👎👎😡🤮 https://t.co/2gE6V0kj2F https://t.co/zWWMk8jjn4,AntiVax
"Now what the fuck is this efficacy revision of vaccines! Oh and yes, it had to be more than 94.5%! https://t.co/uYJ42mBUBs",AntiVax
"As much as there are probably others that need it more, political figures and celebrities have always played a part in popularizing getting vaccinated.

Someone needs to pay the top anti-vax ""celebrity"" to get it and see what happens. https://t.co/SvmL3o8Vht",AntiVax
"💾 ⓈⓀⓎ ⓉⒺⒸⒽ Britons should be paid to take COVID-19 vaccine, says Oxford professor - https://t.co/Mi6Pc4nwmz",AntiVax
A vaccine that takes years to validate? Nahhh count me out I’ll take my chances https://t.co/8DQo46vpur,AntiVax
"While this is good news, I doubt I'd take the vaccine until its been in the mainstream for a while. One of the few things I'm mainstream about is my health. 😂#covid #noguineapig #COVID19 https://t.co/eC7QHHmac4",AntiVax
"Fuck off.

And take your evil vaccine with you. https://t.co/WuwaDg1RE0",AntiVax
"We know the  #vaccine is loaded w lethal DNA changing poisons, cancers &amp; autoimmune diseases includ ARTIFICIAL INTELLIGENCE that will brain entrain human w 5G—Pfizer and BioNTech announce trial data showing COVID-19 vaccine is more than 90% effective  https://t.co/3lXA5edBpf",AntiVax
"Just worth pointing out your immune system appears to be more effective than the vaccine they want to pump into you, so why is it so important? https://t.co/pzk2gaVvpg #phoneybaloney #covid19 #vaccine #plandemic #lockdown #bogusvirus https://t.co/8GsS29m9gx https://t.co/MRWifmvF6Z",AntiVax
"I literally don't trust any vaccine that's fast tracked by the lame-duck Trump administration. That psycho would fast-track cow shit in a syringe if he thought it would be effective.

This can only end badly. https://t.co/Puv2dZdBV5",AntiVax
"@DrHMWood @EleanorKendall @tes @BorisJohnson swine flu epidemic back in 2009. A significant amount of people affected by a rare nerve disorder from a rushed vaccine. Some NHS staff were forced into it and had years trying to fight a case against GSK, the ",AntiVax
"Not for me!!! No way!
Check out: Only two-thirds of docs tell NJ they’ll take COVID-19 vaccine https://t.co/ItgGJgy7aB",AntiVax
"Fuck the election! 

Fuck the Covid-19 vaccine! 

Fuck everything! 

TOYOTATHON IS ON!!!",AntiVax
I don't know about you but My family and I will not take the #Covid19 vaccine anytime soon...,AntiVax
"I have a question;
If we already know that Covid-19 has mutated and produce a different strain that has affected people differently (some say more harshly). How can a vaccine adequately protect people from a constantly mutating virus
Am I missing something or am I stupid",AntiVax
"Turkish vaccine? i dont want it, shove it up your ass, i'll take my chances with COVID19",AntiVax
"What is wrong with people, do they really want to be sick and maimed by this vaccine, look at the ingredients, it's full of poison https://t.co/r47rLsxpcJ",AntiVax
"Dan snow can participate in covid19 vaccine trials like a guinea pig himself... forcing vaccines, specifically for a virus with 99.8 survival rate.. nazi @thehistoryguy",AntiVax
"@mlchealth @healthdpt @BBCNewsNI No thanks to vaacine! Its a completely new type of vaccine called RNA never before used in humans 😳😲 I'll pass 🙄 #informedconsent 
https://t.co/W5dix9oSTJ",AntiVax
I’m Still super skeptical...no vaccine for me in the near future or maybe ever. https://t.co/J6DT8VhAaj,AntiVax
"👇Agreed.

‘It seems too early' - in Europe, safety concerns dampen excitement over COVID-19 vaccine - Reuters UK https://t.co/iqoi4WhqPi",AntiVax
I think all the world leaders should step up and volunteer to be the first to test the vaccine. Makes sense doesn’t it? https://t.co/1W2H1QSypK,AntiVax
