tweet,label
Good News: Pfizer COVID-19 vaccine 90 p.c efficient in part 3 https://t.co/mL1vidmoEf,ProVax
"Thank God, GOOD NEWS COME
Pfizer vaccine trial success tells Covid 19 pandemic battle end soon https://t.co/xTHB46uJEj via 
#SecondLockdown #CovidVaccine #coronavirus #COVID19 #BiharElection2020 #Bihar #d",ProVax
Very hopeful about this # Covid-19 vaccine! https://t.co/LQW4juYtiA,ProVax
Good news from @pfizer and @BioNTech_Group about a possible #COVID19 vaccine candidate. Kudos to everyone on this #WorldScienceDay who work tireless to help combat the pandemic👏 https://t.co/7NCujdV0Dh,ProVax
"Tiny bottle holds hope for humanity's future with 10million coronavirus vaccines coming
https://t.co/gJ7tUSEwY2",ProVax
Happy vaccine day! https://t.co/xNgxRH9gNQ,ProVax
To travel is the reason why you're so so happy that vaccine for coronavirus is out. https://t.co/TnQ5AhlNDM,ProVax
"Some light of hope... 

#coronavirus 
#CoronavirusVaccine 
 Pfizer and BioNTech say their vaccine is '95% effective' and has passed safety checks  https://t.co/xBrvgiaKSG",ProVax
"Fuck yes. 
That's 2 effective vaccines in under 12 months. Science is grand. https://t.co/NgC09StldK",ProVax
"""It's pretty amazing,"" one immunologist said. Pfizer and BioNTech reported that their coronavirus vaccine is 95 percent effective. https://t.co/bpdOMN4DzS",ProVax
"👩🏻‍🔬 This is very 💉promising news. 

Oh and this was not 🙄👉🏽Trump, but a global effort with unprecedented sharing of information 🧪by scientists, 🧫 to develop vaccines this quickly. 

Tip of the🧢to #science! 

#vaccines #COVIDAlert #Covid_19 #Pfizer https://t.co/J0SGdaNkf5",ProVax
I am going to drink the Coronavirus vaccine,ProVax
"Worried about hypothetical long-term effects of a vaccine? You know what has real long-term effects, including death? COVID-19",ProVax
"This is the vaccine that's so unstable that it has to be kept at super sub-zero temperatures, right?  If the dissemination of the vaccine is supervised by any Trump admin functionaries, thanks but no thanks, I'll wait for the Moderna vaccine. https://t.co/MUBBODsm9E",ProVax
"RT SecAzar: RT @HHS_ASH: It's not too late to get your #FluVaccine.  The #flu vaccine protects you, your loved ones, &amp; your community from flu. It also helps protect essential workers &amp; save medical resources for care of #COVID19 patients. Visit https://t.co/UfdSmmM2Nq to find …",ProVax
"South Korea has been a leader in mitigating #COVID19 #SARSCoV2 #coronavirus spread. But as with any virus, without the elimination threshold, you are always a few weeks away from trouble. The ABCs of prevention and the #vaccine need to go hand in hand to beat this #pandemic. https://t.co/g0OByFs1jS",ProVax
"Its an inactivated vaccine - the safest, easiest, cheapest mode of a vaccine. It will work (as the virus is not mutating).

But the West is banking on unknown methods (mRNA, adenoviruses) - which will also have a greater price tag. And thus more profits for its proponents. https://t.co/kaMj5wldJD",ProVax
"If you are an antivaxxer, I hate you personally.

Covid-19 is a fine example of why we need vaccines. We don’t have one for it, and look at how many people are sick, dying and dead.

Antivaxxers are a public health threat and a menace.",ProVax
"#JanAndolan 
Let's be responsible and follow #COVID19 Appropriate Behaviour till the vaccine is made available. 
✅Wear a #facemask 
✅Maintain #SocialDistancing 
✅Frequently wash hands with soap &amp; water
#StaySafe and #StayHealthy  
#IndiaFightsCorona #Unite2FightCorona https://t.co/9bk1xx78ih",ProVax
"Haha Bears are going to be obliterated today!

Remember all those retards who kept saying ""we've never been able to create a vaccine against a Coronavirus, it's impossible""? Get fucked today you absolute idiots!",ProVax
"This is huge! - ‘Pfizer and BioNTech’s Covid-19 vaccine found to be 90% effective’ via @FT
 https://t.co/gVFB7jvMyQ",ProVax
This sounds encouraging: Pharmaceutical firm @pfizer has announced that interim findings from its Covid-19 vaccine study showed the jab to be more than 90% effective in preventing the disease,ProVax
"I shat on people who said a vaccine was close, but if this is true, this is absolutely fantastic news. Just make sure if you’re vulnerable: take it. If you’re an anti-vaxxer then you deserve everything that’s coming to you. https://t.co/0tBeqhoU7G",ProVax
"I was skeptical about the possibility of #COVID19 #vaccine but 90% of effectiveness in prevention could be an impressive starting point! Waiting to know the burden of #AE @pfizer 
#UPDATE: ALBERT BOURLA DISCUSSES COVID-19 VACCINE EFFICACY RESULTS | Pfizer https://t.co/VQFyqgztpd",ProVax
btw for you anti-vaxxers weirdos this isn’t the final vaccine. but this had exceeded the FDA’s 50% effectiveness target which was proposed. this is the first n initial vaccine which then will pave the way for more effective vaccines to come in terms of safety n potency. https://t.co/iwJTmvJFng,ProVax
What a good day today has been. Breakthrough with a covid vaccine and now this! Happy fucking days!!! https://t.co/3wp9OqFKmH,ProVax
US coronavirus: New infections are soaring in 43 states. But there’s a bit of good news with a vaccine https://t.co/lxlII4axxk,ProVax
"VACCINE HOPES
Some good news today, in the battle against #COVID19. @pfizer says early vaccine test data suggests the shots may be 90% effective at preventing the illness.

https://t.co/jR9KbRrsBH",ProVax
"The first effective coronavirus vaccine can prevent more than 90% of people from getting Covid-19, a preliminary analysis shows. The developers - Pfizer and BioNTech - described it as a ""great day for science and humanity"" 👏
——-BBC https://t.co/CQriLDevE0",ProVax
Who cares. A vaccine is coming out. https://t.co/4aEh2byFul,ProVax
The good news on the Pfizer vaccine gave a boost to partner BioNTech #BNTX stock as well --and the 3 #billionaires behind it #Covid19 via @giacomotognini @Forbes  https://t.co/G7HxLLyEv3,ProVax
"I was still revelling in the wonderful novelty of good news - Joe Biden winning the US presidency and the prospect of a Covid-19 vaccine in quick succession. And then John Major suggests that we have not just one more referendum on independence, but two. 😭🇬🇧",ProVax
"I think we can all agree that 2020, as a whole, has sucked. But this thread represents some VERY good news and pushes hope. As always, please don't take this, or any news about a vaccine, as gospel. We still have a ways to go, but today is a good day. #Vaccine #COVID19 https://t.co/rv9r8NLpuJ",ProVax
Time to consume vaccine https://t.co/F4Pb6GR899,ProVax
"@NatalieFoskett @NigelKellow @thespacepirate I have serious lung disease and I will take it if my doctor recommend it, sorry Natalie we disagree on this no vaccine is 100% safe to everyone, and if you take covid19 and you knew you could have had the vacci",ProVax
Same vibes. Seriously good news about a vaccine though! https://t.co/8TVOAVZvcJ https://t.co/EX8SVoX8RG,ProVax
"@TinkerChip @matthaig1 They have been working on coronavirus vaccines for 20 years. So please don't confuse the genuinely ignorant with ""sceptical""",ProVax
"A second coronavirus vaccine has been proven to work as US pharmaceutical company Moderna today revealed its jab is 94.5 per cent effective – but the UK hasn't bought any of it. 

Early results from the company's final stage of clinical trials bring another landmark success.. https://t.co/8RBjeXBRKI",ProVax
Fuck it vaccine around the corner - abbott prolly https://t.co/pAii2guIGC,ProVax
"So we now have 2 mRNA vaccines with an almost 95% efficacy in under a year. Amazing. 

Now to the challenge of distribution and vaccination. #vaccines #pfizer #Moderna #Covid_19 #Covid https://t.co/DOTJqJuUJz",ProVax
"GREAT talk that offers up a creative approach to research and development that could ensure vaccines are rolled out fairly, efficiently and at a global scale. https://t.co/5fr9Smksew",ProVax
Dr. Siegel: COVID-19 vaccine side effects are 'transient' compared to severe virus symptoms https://t.co/RhoOY3UJ1E,ProVax
We’re making history! Moderna will apply for emergency FDA vaccine approval. Read this article to find out more! Covid-19 News: Live Updates - The New York Times (https://t.co/BFo0bDTap4),ProVax
@mmpadellan getting the Covid19 vaccine for me and my little family happy.,ProVax
"See, this is a better headline than ""a week later I felt sick"", because it reflects her actual experience and attitude rather than implying the vaccine causes illness.
My Covid-19 vaccine trial: Why I'm volunteering for the next phase https://t.co/t7jMYDaGWa",ProVax
"Considering the fact that the usual seasonal flu vaccine is only about 40-60% effective, if this is true, it definitely seems like there is hope. https://t.co/zxS5Q2h3y6",ProVax
"This is exciting! 90% effectiveness is much better than expected at this stage. Expect the market to explode today. 

Also, expect the outgoing president to say that releasing this information now is a conspiracy against him. 

#COVID19 #vaccine 
https://t.co/SjeAMhN8A4",ProVax
More good news on vaccines 👇 https://t.co/WEzKp2mUdv,ProVax
A huge step forward in the search for a vaccine. Giving some hope to many. The anti-vaxxers who have no research or arguments can fuck off. https://t.co/ci8NTFduCH,ProVax
"Great news and achievement on a #vaccine for #Covid19. However, give it five minutes and wait for the nutjobs and anti-vaxxers appearing on the news arguing it contains a Bill Gates chip or some shit. 

Because “balance”.

#Pfizer",ProVax
"Just think before you refuse to have the new Covid19 vaccine.
A) Do I give a fuck if my family die?
B) Do I give a fuck if any of my neighbours die?
C) Am I a member of the human race?

If you reply NO to the first two questions then I suggest you emigrate to North Korea.",ProVax
Hopefully the COVID-19 vaccine is accessible to ALL people on American land!!,ProVax
"@nema Most of my retired teacher substitutes are not returning until there is a safe vaccine. We are older with compromised immune systems. 
This was in today’s Lexington Herald Leader. 😳😢

https://t.co/it21nVSBtB",ProVax
i want this vaccine in my veins rn https://t.co/GueptVhasZ,ProVax
Me faking an underlying health condition so I can bag a vaccine first. #COVID19 #CovidVaccine #Spurs #jose #meme #vaccine https://t.co/ldPhDJwYGL,ProVax
Good news that @pfizer announced Covid-19 vaccine breakthrough. Life will be normal soon.  Breakthrough without Federal funding pls . Congratulations to all scientists who worked to produce this vaccine.,ProVax
"Makes me laugh, people saying they won’t take a vaccine developed by scientists in a lab, but will take coke and pills off a dealer called Kev, dressed in trackies, still riding a bike, with 3 teeth and 11 kids, no problem 🤷🏼‍♂️ #CovidVaccine #COVID19 #CovidUK",ProVax
"This Covid Vaccine is looking promising.

Hoping for a far more positive start to 2021 than this clusterfuck of a year #vaccine #COVID19",ProVax
God fucking dammit I hope this vaccine is for real https://t.co/H9wa9QKU5e,ProVax
"Lmao.
I hope they make good use of this vaccine. https://t.co/DGU75xusGO",ProVax
Can't wait to get the Covid-19 vaccine in March/April and watch the yellas clinch promotion from League two in the flesh,ProVax
So @realDonaldTrump actually threatened to not send #COVID19 vaccines to NY.  That's genocide.  Just FYI.  In case you are paying attention and care about fascism at all.,ProVax
"Getting better all the time – A second, better, vaccine against covid-19 arrives https://t.co/K92T6fUFCn",ProVax
"👏🏾👏🏾👏🏾

This is HUGE progress (along with good news about #COVID19 vaccines)!

F.D.A. authorizes the first at-home coronavirus test

https://t.co/gxIlfeMtXw https://t.co/tVvBbRXzmX",ProVax
Creating a Covid-19 vaccine is only the first step. Reaching the world is the next.  https://t.co/se2N5BzWNh,ProVax
"@Mike_Fabricant Utter rubbish...I live in an EU ""member state"" who are rolling out a #coronavirus vaccine without any delays/issues...Tory truth twisters rip large!",ProVax
"Moderna coronavirus vaccine offers immunity for at least 3 months, researchers suggest

https://t.co/KGGQL1ofAr",ProVax
Kudos to everyone involved. Love that a key breakthrough in the effort to use mRNA for the vaccine happened while waiting in line to make copies on a copy machine. https://t.co/Cg2fEs3fhK,ProVax
"Why not Dental Students ?
We are equally at a risk of getting infected by covid19 because we deal with working in the oral cavity  and many of our instruments work by producing Aerosols.
#COVID19India 
#coronavirusvaccine 
#COVAXIN 
#dental https://t.co/yPH0jDTJfQ",ProVax
"Fingers crossed 🤞 - this is GREAT news - #COVID19 vaccine candidate is 90% effective

https://t.co/q9bpu9UanZ",ProVax
"Awesome #COVID19 news! 🎉

The @pfizer and @BioNTech_Group vaccine was found to be more than 90% effective in preventing #Covid_19 in participants without evidence of prior #SARSCoV2 infection. Also no serious safety concerns have been observed! 👏

PR 👉 
https://t.co/56XoCMNE1Z https://t.co/CfFN7Wcvux",ProVax
"There is some pretty fabulous news out today on the vaccine front

I am pleasantly surprised

Data by press release so lets await more data, analysis

But preliminary analysis of @pfizer vaccine suggests greater then 90% efficacy

Not much data on safety yet

But this is terrific https://t.co/ulwsmDk0Eu",ProVax
"Company of highly trained medical professionals: ""Our vaccines works and we have the data to prove it""
People in comment sections: ""I wOn'T tAkE iT tHeY aRe DaNgErOuS"" .We finally have good news and people are complaining😭 https://t.co/UCMldnq6x8",ProVax
"Dear Antivaxx people: feel free to not have the covid19 vaccine, while I’m waiting for it to jabbed into my veins cause I know how horrendous this virus actually is I’ll pity your pathetic rhetoric that could kill someone else you selfish pricks!!",ProVax
I'm also hoping for some good social implications for a covid-19 vaccine. It could rapidly transform our world in a way that a majority of people could appreciate. The anti-vaxxers will slither back into the shadows.,ProVax
"Ignore the anti-vaccine loons... this is great news and means there’s a chance we can start protecting ourselves and this, the spread to others too!! 

Fingers crossed! 🤞🏼 https://t.co/L5JbUUyjKO",ProVax
Fuckin cmon 🙌🏻🙌🏻🙌🏻 Coronavirus: Pfizer vaccine found to be 90% effective in 'great day for science and humanity' https://t.co/0sxXQsEZW9,ProVax
"A coronavirus vaccine?! Hell yeah, isn't the human race great, now we can go back to normal and bac-

*remembers anti-vaxxers exist*

Oh. Ah well, see you in Lockdown 7 in 2023. #vaccine",ProVax
This is wonderful news!! The timing is awfully serendipitous...seems as tho Don was being called a fool for saying there would be some sort of vaccine by the end of the year but here we stand...either way let’s “inject it into my veins” as the kids say https://t.co/rWFhhLcch0,ProVax
Major step forward in vaccine research for COVID-19 👇 https://t.co/WFtdt6VOao,ProVax
'Great day for humanity': Pfizer says COVID-19 vaccine over 90% effective - Reuters Canada https://t.co/QUgFWShwjG,ProVax
We’re so fucked. The vaccine can’t get here soon enough. https://t.co/4cIKTz3YEp,ProVax
"Well fuck, I am gonna guess that there won't be any in the small window I can get vaccines. Actually how much is a vaccine? I could do a bet and if I win I get the money for the vaccine but if I lose I get the vaccine for free! Its a Win/Lose Win/Lose Situation! https://t.co/yEd0HIlJs4",ProVax
'A great day for man and science' - 90% protection from Covid-19 from the first effective vaccine #Covid19 #day #effective #great #man #protection #science #vaccine https://t.co/3hojYLXL9S https://t.co/cM8j8R66R8,ProVax
This is great! But now...when available will the general population actually get the vaccine?  #antivax #vaccine #COVID19 #CovidVaccine https://t.co/DQ6YNVcMMV,ProVax
90% efficacy.... that’s mental and so promising! Like flu doesn’t even have 50%. Onwards and upwards - we are so fortunate to have the best minds working on the vaccines #COVID19,ProVax
"Seems like a good news
++++++++++++++++
Covid-19 vaccine from Pfizer and BioNTech is strongly effective, early data from large trial indicate https://t.co/r1g4S8DNWg via @statnews",ProVax
Any success news of a vaccine is a good news https://t.co/cTeuVEXoMX,ProVax
"While we still have some time before the #vaccine is approved for use, this is definitely good news. It now appears that the vaccine against the dreaded #COVID19  is closer than ever.",ProVax
Good news for the fight against #COVID19 and the new mRNA vaccine technology https://t.co/prQDWknVuV,ProVax
Great news - #Canada produced vaccine is showing promising antibody response in Phase 1 of clinical trials. https://t.co/KHWW35yUGX,ProVax
"Great news: A vaccine which can prevent nine out of 10 people getting Covid-19 is set to be put forward for emergency approval.

https://t.co/4I42GC6l5I

In case of any questions or if you need any assistance, please contact us via: 
https://t.co/p5ebafuCnC https://t.co/y3GZvK7lzX",ProVax
@holybible8888 great news i guess vaccine for coronavirus,ProVax
"It's not too late to get your FREE FLU SHOT! Schedule your #flushot just like our friend Dr. Kaneez Khan from @indoamerican today!

#flushots #covid #flushot #health #vaccines #healthylifestyle #fluseason #healthyliving #immunity #cold #healthyfood #flu #coronavirus https://t.co/D4gYHhgxh8",ProVax
@maas_gt Maybe after covid-19 vaccine is found🙄,ProVax
"The announcement by #Pfizer that the #vaccine was more than 90 percent effective in a large-scale clinical trial has lifted the mood of Qatar’s #travel and #hospitality sector

#Qatar #Covid19 

https://t.co/WayPnN0Td4",ProVax
"No one understands inequity in treatment access &amp; the power of big pharma like the HIV community. And NO ONE knows how to fight them like the HIV community!
@S0langeBaptiste, ED ITPC, calls on the #HIV community to lend their expertise to the fight for a #COVID19 vaccine for all.",ProVax
"Major stock markets surged higher Monday after Moderna announced its experimental Covid-19 vaccine was shown to be 94.5 percent effective according to early trial results, sparking fresh hope of a return to normality, dealers said. @AFP 
https://t.co/G1Z1AogZ7I",ProVax
Amazing these coronavirus vaccines are 90-95% effective......according to the companies that made them 👀,ProVax
"BREAKING Pfizer just announced that its #COVID19 vaccine is 95% effective and had no severe side effects. It was 94% effective in older adults. 162/170 cases of covid were in placebo. Of 10 severe, 9 in placebo. This is amazing better than expected",ProVax
"Just another vaccine Monday 🤯 More good news, today from @UniofOxford 🎉

Full data, esp. on doses, will be crucial. For now: ""These results suggest it’s highly effective in protecting against serious illness &amp; may reduce transmission"" – @DrCharlieWeller. More in @bmj_latest 👇 https://t.co/eqrNcix7VG",ProVax
"C'mon, vaccine. U.S. is too selfish to mitigate this with masks and distancing. https://t.co/LGkl8m1gfZ",ProVax
Great news. UK becomes first country to start Covid 19 vaccination. https://t.co/8Y0gKom9Rk,ProVax
“Beginning of end” for pandemic as vaccine arrives in UK - BBC News - BBC News: The Medical Director of NHS England has said the mass vaccination programme for Covid-19 marks “the beginning of the end” of the pandemic. However Professor ... https://t.co/gLmqUGavnM https://t.co/ZHYStoHXxy,ProVax
"LGU restrictions affect revival of domestic travel

The reality is, only a vaccine for Covid-19 would boost confidence in individuals planning to travel: https://t.co/Qj8yJP1J8I https://t.co/zuML6sFuBX",ProVax
"without a vaccine, shelter is the only way to keep people safe under the pandemic. yet, this COVID19 emergency response plan says nothing about housing. any serious response plan to this pandemic must include robust tenant protections and the cancelation of rents. https://t.co/1RYezTCFVA",ProVax
"Awesome 

The news on covid-19 keeps getting better and better. REGN-COV2 + vaccine + potential virus attenuation https://t.co/DATeKSVQIl",ProVax
"Wow, that’s quite a number, filled with hope. Implications for the underlying mRNA technology are potentially broader; a new modality matures - at least for vaccines. https://t.co/TTf13HZFG7",ProVax
We somehow made the first ever vaccine for a coronavirus in 1/5th the time it usually takes to make a vaccine and it’s 6x more effective than the flu vaccine. Checks out. https://t.co/4ln3JLT6S0,ProVax
"And some more good news (hopefully)... 🤞🤞🤞

Pfizer and BioNTech’s Covid-19 vaccine found to be 90% effective  - https://t.co/kONm1lZf78 via @FT",ProVax
Some encouraging SARS2 vaccine news out today. https://t.co/ENJXxPrsqd,ProVax
"The Pfizer vaccine proved it worked.  This is the first step of ending the pandemic.  Amazing news.  

https://t.co/kEcT1sqhAY",ProVax
"Finally some real positive news.
#SelfIsolation #COVID19 #coronavirus #SecondLockdown #hope #like #share #bbcnews
BBC News - Covid vaccine: First vaccine offers 90% protection
https://t.co/WLWqegryiy",ProVax
"SOME GOOD NEWS!!!
The Covid-19 vaccine being developed by Pfizer and BioNTech prevent more than 90% of infections in a study of tens of thousands of volunteers https://t.co/gDRai1IvWk via @business",ProVax
Thoughts are with the anti-vaxxers at this difficult time (Not really though) #vaccine https://t.co/k83FtP7ORe,ProVax
Pfizer have a vaccine I’m hearing? Would make perfect sense that’d it’d be available for the start of 2021. Leave 2020 behind and take the positives with us. Trump gone. Coronavirus gone. What a season finale that would be. Just hook the vaccine straight up to my veins please,ProVax
Wow the amount of people who won’t take the vaccine is bizzare! If it means we can plan a new way of life while living with a new virus that will probably be here forever why wouldn’t you want to be vaccinated and increase your chance of beating it? https://t.co/7QqWS2k77A,ProVax
"Fingers crossed this is positive data.. 

Pfizer says early analysis shows its Covid-19 vaccine is 90% effective

https://t.co/1Zbosh1sN4",ProVax
90% effectiveness is high for a vaccine so hopefully this fucker will get beaten. Positive news &amp; lets hope those most vulnerable &amp; front line workers get it first... and lockdowns/restrictions/masks a thing of past soon enough. And fans back in stadiums for football 😀. https://t.co/VvHk6yihb7,ProVax
"The #vaccine is not going to give us #Christmas 

But I do think it’s going to give us our lives back in 2021 🙏🏼 

#Pressconference 

#COVID19",ProVax
"Good News from World Health Organization about 'Pfizer' vaccine of Corona virus.. #Covid19 #Pfizer
https://t.co/dWhcXq78TW",ProVax
i have the fucking ku klux klan in the south of my country against the vaccine for the coronavirus. why i have to born and live here... https://t.co/Z8qCgflwV5,ProVax
No shit if a vaccine is made we gonna use it 🤧 https://t.co/0gLPDFFmkp,ProVax
"fuck it, i’m gonna say it. when we get a covid-19 vaccine it should be free and mandatory for everyone, with exemptions only for people with medical conditions that make vaccination unsafe. and this should be the precedent in every country that’s had a covid-19 outbreak.",ProVax
"Some good news to start your week: Pfizer's COVID-19 vaccine may be more than 90% effective.

There’s light at the end of the tunnel, but the virus is still spreading.

As scientists continue to work on a vaccine, we all have to do our part. Wear a mask. Social distance. Be safe. https://t.co/Si1AXphitd",ProVax
"Good news if it pans out! America must defeat the #TrumpVirus! 

Pfizer’s coronavirus vaccine is more than 90 percent effective | Flash News PK https://t.co/bipy9qXfzv",ProVax
Good news - we are getting even closer to a COVID-19 vaccine https://t.co/IsUE7JdrCM,ProVax
"Good news for all of us if it is really effective ##coronavaccine.
Pfizer and BioNTech Announce Vaccine Candidate Against COVID-19 Achieved Success in First Interim Analysis from Phase 3 Study | Pfizer https://t.co/jSGP6Avy1g",ProVax
@clopeck55 Yes but the crazies that say no to the vaccine are the nutters who believe the coronavirus isn’t real and is a government conspiracy! 😜🤪🤪🤪,ProVax
Congratulations to my colleague @DrOnyemaOgbuagu for leading a successful COVID-19 vaccine trial at Yale! https://t.co/d0xOWd1jgj,ProVax
"@pfizer announcement on the vaccine for #COVID19  imes out and the Antivaxxers are already on that shit... 🤦🏽‍♀️
I mean... https://t.co/yIw7Lx1zpr",ProVax
Cannot wait for the lads that take a cocktail of drugs on a night out  refuse to take the covid-19 vaccine because “you don’t know what’s in it”,ProVax
"@SkyNews , you were interviewing @MattHancock today about a potential vaccine . Even tho that's great news , you still tried to make smart-ass comments and couldn't just congratulate everybody involved in this brilliant achievement . How biased can you be",ProVax
@Mistikin2 @EndUKLockdown1 Cross-immunity indeed. Several studies confirming it also yes BCG may help. BCG is still mandatory in some countries. I'm vaccinated and had test to see if I have antibodies before starting working in BSL2. Producing BCG is much,ProVax
Not gonna lie I legit didn’t think we’d get a COVID vaccine until late 2021 so obviously this news is amazing! https://t.co/S5jbu9Shnf,ProVax
BREAKING—Updated results from Pfizer says it’s #COVID19 vaccine is 95% effective (vs 90% in previous early results) and has no serious side effects!!. 94% effective in older adults. This is HUGE!! https://t.co/vqGfpv2KaD,ProVax
More good news from Pfizer this morning - coronavirus vaccine is 95% effective. Next step is emergency use approval from the Food &amp; Drug Administration “within days.” @TheTodayShow @9NewsAUS,ProVax
Due to the pandemic we will not be having Thanksgiving dinner with our family and friends. #NoGatherings. Waiting for the vaccine... https://t.co/Ysfl2XeP6W,ProVax
Here’s something no ones talking about... what if the coronavirus vaccine turns out to be the start of something like I Am Legend??,ProVax
"@pfizer @US_FDA
Hooray, Bravo, Pfizer. Please get the COVID-19 vaccine distributed asap! I'll take it!! https://t.co/xvZTjPzfwy",ProVax
"OK!!!! When former Presidents Obama, Bush, &amp; Clinton get their COVID-19 vaccine on camera to show it’s safe then go ahead and sign me up.  In addition to Karmala Harris they say they trust Dr. Fauci.  I trust Fauci and Obama, Bush, and Clinton. https://t.co/KLqQXroGRb",ProVax
Pfizer coronavirus vaccine seems to be more efficient than the rest.,ProVax
“Officials” seem to have given up slowing the spread. Just spinning our wheels and hoping for a vaccine before the wheels fall off and overwhelm the health care system. https://t.co/08shMnOihx,ProVax
"We need this so much right now. Hopefully with the election behind us, we can all focus on working together to stop the virus.  - Inside the Operation Warp Speed effort to get Americans a COVID-19 vaccine https://t.co/C5r2s47Yv4",ProVax
"I’ll have a pint of vaccine, please. https://t.co/VMhSQTeR96",ProVax
"Very encouraging Covid19 vaccine news from Pfizer - 90% effective it says. From memory, UK government has ordered 30m doses https://t.co/NRgGDWdrzJ",ProVax
Pfizer is reporting that its Coronavirus vaccine is 90% effective. That is great news,ProVax
"@sputnikvaccine @Russ_Warrior Congratulations!
🇷🇺Russia your vaccine Spunik V  a serious contribution to the people of the🌎to SAVE LIVES &amp;DEFEAT COVID19.",ProVax
Fingers crossed the length of immunity from the virus under this vaccine is substantial. Still fantastic news for lunchtime on a Monday! https://t.co/jwnbJwgZDZ,ProVax
"This is promising! To improve public confidence in the vaccine, we call on @pfizer to make the clinical data it will include in their EUA publicly available as soon as possible. 

Keep distancing, masking, &amp; washing everyone! #COVID19 

https://t.co/lZVCbX3bvh",ProVax
"@skibbersson @Baddiel It’s supply and demand basically, vaccines don’t get developed as quickly under normal circumstances because there’s no great urgency for them because they either aren’t as infectious as COVID-19 or they’re not affecting we",ProVax
"What a week, Trump out and now a Covid-19 vaccine!",ProVax
"If we can get the proportion of those taking the vaccine up, society will rid the #UK of #Covid.
Polio is still around but the anti-vaxxers haven’t deterred parents from vaccinating their children. Or else polio would still be prevalent here. https://t.co/zWZcpKboyI",ProVax
"Get the fuck in, Science! You Bobby dazzler.

What a week. Rid of the most nasty virus in the world, then they announce a Covid vaccine. 

Bye bye Trump, and bye bye Covid. Neither of you fucks will be missed 

#COVID19
#TrumpOut

Now, to get rid of Johnson for the hat-trick",ProVax
"With true leadership like this and a vaccine on the horizon, I am so damn hopeful for the first time in four years.

Just saying that out loud really underscores how f#@!ed up Trump's presidency really was.

Was. *huge breath and looooooonnnnggg exhale*. https://t.co/I3ax7pj7Sk",ProVax
"People I've seen saying they'd reject the vaccine: Derek from down the pub, YouTube channels, Facebook moms
People I've seen saying they'd get it: academics, other PhD students, medical professionals
Who do I side with??! 🤔🤔🤔 #vaccine #COVID19 #CovidVaccine",ProVax
"@DonaldJTrumpJr @realDonaldTrump @VP
@IvankaTrump

Good news.

Will take Covid-19 vaccine first to ease out safety concerns: Pfizer CEO",ProVax
"Yes the vaccine sounds promising but what are we doing to keep these alarming #covid19 numbers under control now...will the priority be health or wealth? @fordnation @OnHealth 
You can rebuild wealth...but one life lost is one too many 💔",ProVax
The world got some positive news today with the announcement of a very promising COVID-19 vaccine. But it will take more time before a vaccine is ready and the state of Ohio is in a pivotal time in the fight against coronavirus.,ProVax
"@ZaminIqbal @leilaluheshi To answer the original question, yes, those numbers are normal for vaccine trials!
https://t.co/W2JF8211FN",ProVax
